cbs_grid_code,area,neighborhood_code,neighborhood_name
E1116N3953,"10003",BU07580309,Mastbos
E1117N3953,"10003",BU07580309,Mastbos
E1118N3953,"10003",BU07580309,Mastbos
E1119N3953,"10003",BU07580309,Mastbos
E1120N3953,"10003",BU07580309,Mastbos
E1121N3953,"10003",BU07580309,Mastbos
E1122N3953,"10003",BU07580309,Mastbos
E1123N3953,"10003",BU07580309,Mastbos
E1124N3953,"10003",BU07580309,Mastbos
E1125N3953,"10003",BU07580309,Mastbos
E1126N3953,"10003",BU07580309,Mastbos
E1127N3953,"10003",BU07580309,Mastbos
E1128N3953,"10003",BU07580309,Mastbos
E1129N3953,"10003",BU07580309,Mastbos
E1130N3953,"10003",BU07580309,Mastbos
E1131N3953,"10003",BU07580309,Mastbos
E1132N3953,"10003",BU07580309,Mastbos
E1133N3953,"10003",BU07580809,Buitengebied Ulvenhout
E1134N3953,"10003",BU07580809,Buitengebied Ulvenhout
E1135N3953,"10003",BU07580809,Buitengebied Ulvenhout
E1098N3952,"10003",BU07580508,Effen-Rith
E1099N3952,"10003",BU07580508,Effen-Rith
E1100N3952,"10003",BU07580508,Effen-Rith
E1101N3952,"10003",BU07580309,Mastbos
E1102N3952,"10003",BU07580309,Mastbos
E1103N3952,"10003",BU07580309,Mastbos
E1104N3952,"10003",BU07580309,Mastbos
E1105N3952,"10003",BU07580309,Mastbos
E1106N3952,"10003",BU07580309,Mastbos
E1107N3952,"10003",BU07580309,Mastbos
E1108N3952,"10003",BU07580309,Mastbos
E1109N3952,"10003",BU07580309,Mastbos
E1110N3952,"10003",BU07580309,Mastbos
E1111N3952,"10003",BU07580309,Mastbos
E1112N3952,"10003",BU07580309,Mastbos
E1113N3952,"10003",BU07580309,Mastbos
E1114N3952,"10003",BU07580309,Mastbos
E1115N3952,"10003",BU07580309,Mastbos
E1116N3952,"10003",BU07580309,Mastbos
E1117N3952,"10003",BU07580309,Mastbos
E1118N3952,"10003",BU07580309,Mastbos
E1119N3952,"10003",BU07580309,Mastbos
E1120N3952,"10003",BU07580309,Mastbos
E1121N3952,"10003",BU07580309,Mastbos
E1122N3952,"10003",BU07580309,Mastbos
E1123N3952,"10003",BU07580309,Mastbos
E1124N3952,"10003",BU07580309,Mastbos
E1125N3952,"10003",BU07580309,Mastbos
E1126N3952,"10003",BU07580309,Mastbos
E1127N3952,"10003",BU07580309,Mastbos
E1128N3952,"10003",BU07580309,Mastbos
E1129N3952,"10003",BU07580309,Mastbos
E1130N3952,"10003",BU07580309,Mastbos
E1131N3952,"10003",BU07580309,Mastbos
E1132N3952,"10003",BU07580809,Buitengebied Ulvenhout
E1133N3952,"10003",BU07580809,Buitengebied Ulvenhout
E1134N3952,"10003",BU07580809,Buitengebied Ulvenhout
E1135N3952,"10003",BU07580809,Buitengebied Ulvenhout
E1098N3951,"10003",BU07580508,Effen-Rith
E1099N3951,"10003",BU07580508,Effen-Rith
E1100N3951,"10003",BU07580508,Effen-Rith
E1101N3951,"10003",BU07580309,Mastbos
E1102N3951,"10003",BU07580309,Mastbos
E1103N3951,"10003",BU07580309,Mastbos
E1104N3951,"10003",BU07580309,Mastbos
E1105N3951,"10003",BU07580309,Mastbos
E1106N3951,"10003",BU07580309,Mastbos
E1107N3951,"10003",BU07580309,Mastbos
E1108N3951,"10003",BU07580309,Mastbos
E1109N3951,"10003",BU07580309,Mastbos
E1110N3951,"10003",BU07580309,Mastbos
E1111N3951,"10003",BU07580309,Mastbos
E1112N3951,"10003",BU07580309,Mastbos
E1113N3951,"10003",BU07580309,Mastbos
E1114N3951,"10003",BU07580309,Mastbos
E1115N3951,"10003",BU07580309,Mastbos
E1116N3951,"10003",BU07580309,Mastbos
E1117N3951,"10003",BU07580309,Mastbos
E1118N3951,"10003",BU07580309,Mastbos
E1119N3951,"10003",BU07580309,Mastbos
E1120N3951,"10003",BU07580309,Mastbos
E1121N3951,"10003",BU07580309,Mastbos
E1122N3951,"10003",BU07580309,Mastbos
E1123N3951,"10003",BU07580309,Mastbos
E1124N3951,"10003",BU07580309,Mastbos
E1125N3951,"10003",BU07580309,Mastbos
E1126N3951,"10003",BU07580309,Mastbos
E1127N3951,"10003",BU07580309,Mastbos
E1128N3951,"10003",BU07580309,Mastbos
E1129N3951,"10003",BU07580809,Buitengebied Ulvenhout
E1130N3951,"10003",BU07580809,Buitengebied Ulvenhout
E1131N3951,"10003",BU07580809,Buitengebied Ulvenhout
E1132N3951,"10003",BU07580809,Buitengebied Ulvenhout
E1133N3951,"10003",BU07580809,Buitengebied Ulvenhout
E1134N3951,"10003",BU07580809,Buitengebied Ulvenhout
E1135N3951,"10003",BU07580809,Buitengebied Ulvenhout
E1098N3950,"10003",BU07580508,Effen-Rith
E1099N3950,"10003",BU07580508,Effen-Rith
E1100N3950,"10003",BU07580508,Effen-Rith
E1101N3950,"10003",BU07580309,Mastbos
E1102N3950,"10003",BU07580309,Mastbos
E1103N3950,"10003",BU07580309,Mastbos
E1104N3950,"10003",BU07580309,Mastbos
E1105N3950,"10003",BU07580309,Mastbos
E1106N3950,"10003",BU07580309,Mastbos
E1107N3950,"10003",BU07580309,Mastbos
E1108N3950,"10003",BU07580309,Mastbos
E1109N3950,"10003",BU07580309,Mastbos
E1110N3950,"10003",BU07580309,Mastbos
E1111N3950,"10003",BU07580309,Mastbos
E1112N3950,"10003",BU07580309,Mastbos
E1113N3950,"10003",BU07580309,Mastbos
E1114N3950,"10003",BU07580309,Mastbos
E1115N3950,"10003",BU07580309,Mastbos
E1116N3950,"10003",BU07580309,Mastbos
E1117N3950,"10003",BU07580309,Mastbos
E1118N3950,"10003",BU07580309,Mastbos
E1119N3950,"10003",BU07580309,Mastbos
E1120N3950,"10003",BU07580309,Mastbos
E1121N3950,"10003",BU07580309,Mastbos
E1122N3950,"10003",BU07580309,Mastbos
E1123N3950,"10003",BU07580309,Mastbos
E1124N3950,"10003",BU07580309,Mastbos
E1125N3950,"10003",BU07580309,Mastbos
E1126N3950,"10003",BU07580309,Mastbos
E1127N3950,"10003",BU07580309,Mastbos
E1128N3950,"10003",BU07580309,Mastbos
E1129N3950,"10003",BU07580809,Buitengebied Ulvenhout
E1130N3950,"10003",BU07580809,Buitengebied Ulvenhout
E1131N3950,"10003",BU07580809,Buitengebied Ulvenhout
E1132N3950,"10003",BU07580809,Buitengebied Ulvenhout
E1133N3950,"10003",BU07580809,Buitengebied Ulvenhout
E1134N3950,"10003",BU07580809,Buitengebied Ulvenhout
E1135N3950,"10003",BU07580809,Buitengebied Ulvenhout
E1098N3949,"10003",BU07580508,Effen-Rith
E1099N3949,"10003",BU07580508,Effen-Rith
E1100N3949,"10003",BU07580508,Effen-Rith
E1101N3949,"10003",BU07580309,Mastbos
E1102N3949,"10003",BU07580309,Mastbos
E1103N3949,"10003",BU07580309,Mastbos
E1104N3949,"10003",BU07580309,Mastbos
E1105N3949,"10003",BU07580309,Mastbos
E1106N3949,"10003",BU07580309,Mastbos
E1107N3949,"10003",BU07580309,Mastbos
E1108N3949,"10003",BU07580309,Mastbos
E1109N3949,"10003",BU07580309,Mastbos
E1110N3949,"10003",BU07580309,Mastbos
E1111N3949,"10003",BU07580309,Mastbos
E1112N3949,"10003",BU07580309,Mastbos
E1113N3949,"10003",BU07580309,Mastbos
E1114N3949,"10003",BU07580309,Mastbos
E1115N3949,"10003",BU07580309,Mastbos
E1116N3949,"10003",BU07580309,Mastbos
E1117N3949,"10003",BU07580309,Mastbos
E1118N3949,"10003",BU07580309,Mastbos
E1119N3949,"10003",BU07580309,Mastbos
E1120N3949,"10003",BU07580309,Mastbos
E1121N3949,"10003",BU07580309,Mastbos
E1122N3949,"10003",BU07580309,Mastbos
E1123N3949,"10003",BU07580309,Mastbos
E1124N3949,"10003",BU07580309,Mastbos
E1125N3949,"10003",BU07580309,Mastbos
E1126N3949,"10003",BU07580309,Mastbos
E1127N3949,"10003",BU07580309,Mastbos
E1128N3949,"10003",BU07580309,Mastbos
E1129N3949,"10003",BU07580809,Buitengebied Ulvenhout
E1130N3949,"10003",BU07580809,Buitengebied Ulvenhout
E1131N3949,"10003",BU07580809,Buitengebied Ulvenhout
E1132N3949,"10003",BU07580809,Buitengebied Ulvenhout
E1133N3949,"10003",BU07580809,Buitengebied Ulvenhout
E1134N3949,"10003",BU07580809,Buitengebied Ulvenhout
E1135N3949,"10003",BU07580809,Buitengebied Ulvenhout
E1098N3948,"10003",BU07580508,Effen-Rith
E1099N3948,"10003",BU07580508,Effen-Rith
E1100N3948,"10003",BU07580508,Effen-Rith
E1101N3948,"10003",BU07580309,Mastbos
E1102N3948,"10003",BU07580309,Mastbos
E1103N3948,"10003",BU07580309,Mastbos
E1104N3948,"10003",BU07580309,Mastbos
E1105N3948,"10003",BU07580309,Mastbos
E1106N3948,"10003",BU07580309,Mastbos
E1107N3948,"10003",BU07580309,Mastbos
E1108N3948,"10003",BU07580309,Mastbos
E1109N3948,"10003",BU07580309,Mastbos
E1110N3948,"10003",BU07580309,Mastbos
E1111N3948,"10003",BU07580309,Mastbos
E1112N3948,"10003",BU07580309,Mastbos
E1113N3948,"10003",BU07580309,Mastbos
E1114N3948,"10003",BU07580309,Mastbos
E1115N3948,"10003",BU07580309,Mastbos
E1116N3948,"10003",BU07580309,Mastbos
E1117N3948,"10003",BU07580309,Mastbos
E1118N3948,"10003",BU07580309,Mastbos
E1119N3948,"10003",BU07580309,Mastbos
E1120N3948,"10003",BU07580309,Mastbos
E1121N3948,"10003",BU07580309,Mastbos
E1122N3948,"10003",BU07580309,Mastbos
E1123N3948,"10003",BU07580309,Mastbos
E1124N3948,"10003",BU07580309,Mastbos
E1125N3948,"10003",BU07580309,Mastbos
E1126N3948,"10003",BU07580309,Mastbos
E1127N3948,"10003",BU07580309,Mastbos
E1128N3948,"10003",BU07580309,Mastbos
E1129N3948,"10003",BU07580809,Buitengebied Ulvenhout
E1130N3948,"10003",BU07580809,Buitengebied Ulvenhout
E1131N3948,"10003",BU07580809,Buitengebied Ulvenhout
E1132N3948,"10003",BU07580809,Buitengebied Ulvenhout
E1133N3948,"10003",BU07580809,Buitengebied Ulvenhout
E1134N3948,"10003",BU07580809,Buitengebied Ulvenhout
E1135N3948,"10003",BU07580809,Buitengebied Ulvenhout
E1098N3947,"10003",BU07580508,Effen-Rith
E1099N3947,"10003",BU07580508,Effen-Rith
E1100N3947,"10003",BU07580508,Effen-Rith
E1101N3947,"10003",BU07580309,Mastbos
E1102N3947,"10003",BU07580309,Mastbos
E1103N3947,"10003",BU07580309,Mastbos
E1104N3947,"10003",BU07580309,Mastbos
E1105N3947,"10003",BU07580309,Mastbos
E1106N3947,"10003",BU07580309,Mastbos
E1107N3947,"10003",BU07580309,Mastbos
E1108N3947,"10003",BU07580309,Mastbos
E1109N3947,"10003",BU07580309,Mastbos
E1110N3947,"10003",BU07580309,Mastbos
E1111N3947,"10003",BU07580309,Mastbos
E1112N3947,"10003",BU07580309,Mastbos
E1113N3947,"10003",BU07580309,Mastbos
E1114N3947,"10003",BU07580309,Mastbos
E1115N3947,"10003",BU07580309,Mastbos
E1116N3947,"10003",BU07580309,Mastbos
E1117N3947,"10003",BU07580309,Mastbos
E1118N3947,"10003",BU07580309,Mastbos
E1119N3947,"10003",BU07580309,Mastbos
E1120N3947,"10003",BU07580309,Mastbos
E1121N3947,"10003",BU07580309,Mastbos
E1122N3947,"10003",BU07580309,Mastbos
E1123N3947,"10003",BU07580309,Mastbos
E1124N3947,"10003",BU07580309,Mastbos
E1125N3947,"10003",BU07580309,Mastbos
E1126N3947,"10003",BU07580309,Mastbos
E1127N3947,"10003",BU07580309,Mastbos
E1128N3947,"10003",BU07580309,Mastbos
E1129N3947,"10003",BU07580309,Mastbos
E1130N3947,"10003",BU07580809,Buitengebied Ulvenhout
E1131N3947,"10003",BU07580809,Buitengebied Ulvenhout
E1132N3947,"10003",BU07580809,Buitengebied Ulvenhout
E1133N3947,"10003",BU07580809,Buitengebied Ulvenhout
E1134N3947,"10003",BU07580809,Buitengebied Ulvenhout
E1135N3947,"10003",BU07580809,Buitengebied Ulvenhout
E1098N3946,"10003",BU07580508,Effen-Rith
E1099N3946,"10003",BU07580508,Effen-Rith
E1100N3946,"10003",BU07580508,Effen-Rith
E1101N3946,"10003",BU07580309,Mastbos
E1102N3946,"10003",BU07580309,Mastbos
E1103N3946,"10003",BU07580309,Mastbos
E1104N3946,"10003",BU07580309,Mastbos
E1105N3946,"10003",BU07580309,Mastbos
E1106N3946,"10003",BU07580309,Mastbos
E1107N3946,"10003",BU07580309,Mastbos
E1108N3946,"10003",BU07580309,Mastbos
E1109N3946,"10003",BU07580309,Mastbos
E1110N3946,"10003",BU07580309,Mastbos
E1111N3946,"10003",BU07580309,Mastbos
E1112N3946,"10003",BU07580309,Mastbos
E1113N3946,"10003",BU07580309,Mastbos
E1114N3946,"10003",BU07580309,Mastbos
E1115N3946,"10003",BU07580309,Mastbos
E1116N3946,"10003",BU07580309,Mastbos
E1117N3946,"10003",BU07580309,Mastbos
E1118N3946,"10003",BU07580309,Mastbos
E1119N3946,"10003",BU07580309,Mastbos
E1120N3946,"10003",BU07580309,Mastbos
E1121N3946,"10003",BU07580309,Mastbos
E1122N3946,"10003",BU07580309,Mastbos
E1123N3946,"10003",BU07580309,Mastbos
E1124N3946,"10003",BU07580309,Mastbos
E1125N3946,"10003",BU07580309,Mastbos
E1126N3946,"10003",BU07580309,Mastbos
E1127N3946,"10003",BU07580309,Mastbos
E1128N3946,"10003",BU07580309,Mastbos
E1129N3946,"10003",BU07580309,Mastbos
E1130N3946,"10003",BU07580809,Buitengebied Ulvenhout
E1131N3946,"10003",BU07580809,Buitengebied Ulvenhout
E1132N3946,"10003",BU07580809,Buitengebied Ulvenhout
E1133N3946,"10003",BU07580809,Buitengebied Ulvenhout
E1134N3946,"10003",BU07580809,Buitengebied Ulvenhout
E1135N3946,"10003",BU07580809,Buitengebied Ulvenhout
E1098N3945,"10003",BU07580508,Effen-Rith
E1099N3945,"10003",BU07580508,Effen-Rith
E1100N3945,"10003",BU07580508,Effen-Rith
E1101N3945,"10003",BU07580309,Mastbos
E1102N3945,"10003",BU07580309,Mastbos
E1103N3945,"10003",BU07580309,Mastbos
E1104N3945,"10003",BU07580309,Mastbos
E1105N3945,"10003",BU07580309,Mastbos
E1106N3945,"10003",BU07580309,Mastbos
E1107N3945,"10003",BU07580309,Mastbos
E1108N3945,"10003",BU07580309,Mastbos
E1109N3945,"10003",BU07580309,Mastbos
E1110N3945,"10003",BU07580309,Mastbos
E1111N3945,"10003",BU07580309,Mastbos
E1112N3945,"10003",BU07580309,Mastbos
E1113N3945,"10003",BU07580309,Mastbos
E1114N3945,"10003",BU07580309,Mastbos
E1115N3945,"10003",BU07580309,Mastbos
E1116N3945,"10003",BU07580309,Mastbos
E1117N3945,"10003",BU07580309,Mastbos
E1118N3945,"10003",BU07580309,Mastbos
E1119N3945,"10003",BU07580309,Mastbos
E1120N3945,"10003",BU07580309,Mastbos
E1121N3945,"10003",BU07580309,Mastbos
E1122N3945,"10003",BU07580309,Mastbos
E1123N3945,"10003",BU07580309,Mastbos
E1124N3945,"10003",BU07580309,Mastbos
E1125N3945,"10003",BU07580309,Mastbos
E1126N3945,"10003",BU07580309,Mastbos
E1127N3945,"10003",BU07580309,Mastbos
E1128N3945,"10003",BU07580309,Mastbos
E1129N3945,"10003",BU07580809,Buitengebied Ulvenhout
E1130N3945,"10003",BU07580809,Buitengebied Ulvenhout
E1131N3945,"10003",BU07580809,Buitengebied Ulvenhout
E1132N3945,"10003",BU07580809,Buitengebied Ulvenhout
E1133N3945,"10003",BU07580809,Buitengebied Ulvenhout
E1134N3945,"10003",BU07580809,Buitengebied Ulvenhout
E1135N3945,"10003",BU07580809,Buitengebied Ulvenhout
E1098N3944,"10003",BU07580508,Effen-Rith
E1099N3944,"10003",BU07580508,Effen-Rith
E1100N3944,"10003",BU07580508,Effen-Rith
E1101N3944,"10003",BU07580309,Mastbos
E1102N3944,"10003",BU07580309,Mastbos
E1103N3944,"10003",BU07580309,Mastbos
E1104N3944,"10003",BU07580309,Mastbos
E1105N3944,"10003",BU07580309,Mastbos
E1106N3944,"10003",BU07580309,Mastbos
E1107N3944,"10003",BU07580309,Mastbos
E1108N3944,"10003",BU07580309,Mastbos
E1109N3944,"10003",BU07580309,Mastbos
E1110N3944,"10003",BU07580309,Mastbos
E1111N3944,"10003",BU07580309,Mastbos
E1112N3944,"10003",BU07580309,Mastbos
E1113N3944,"10003",BU07580309,Mastbos
E1114N3944,"10003",BU07580309,Mastbos
E1115N3944,"10003",BU07580309,Mastbos
E1116N3944,"10003",BU07580309,Mastbos
E1117N3944,"10003",BU07580309,Mastbos
E1118N3944,"10003",BU07580309,Mastbos
E1119N3944,"10003",BU07580309,Mastbos
E1120N3944,"10003",BU07580309,Mastbos
E1121N3944,"10003",BU07580309,Mastbos
E1122N3944,"10003",BU07580309,Mastbos
E1123N3944,"10003",BU07580309,Mastbos
E1124N3944,"10003",BU07580309,Mastbos
E1125N3944,"10003",BU07580309,Mastbos
E1126N3944,"10003",BU07580309,Mastbos
E1127N3944,"10003",BU07580309,Mastbos
E1128N3944,"10003",BU07580309,Mastbos
E1129N3944,"10003",BU07580809,Buitengebied Ulvenhout
E1130N3944,"10003",BU07580809,Buitengebied Ulvenhout
E1131N3944,"10003",BU07580809,Buitengebied Ulvenhout
E1132N3944,"10003",BU07580809,Buitengebied Ulvenhout
E1133N3944,"10003",BU07580809,Buitengebied Ulvenhout
E1134N3944,"10003",BU07580809,Buitengebied Ulvenhout
E1135N3944,"10003",BU07580809,Buitengebied Ulvenhout
E1098N3943,"10003",BU07580508,Effen-Rith
E1099N3943,"10003",BU07580508,Effen-Rith
E1100N3943,"10003",BU07580508,Effen-Rith
E1101N3943,"10003",BU07580309,Mastbos
E1102N3943,"10003",BU07580309,Mastbos
E1103N3943,"10003",BU07580309,Mastbos
E1104N3943,"10003",BU07580309,Mastbos
E1105N3943,"10003",BU07580309,Mastbos
E1106N3943,"10003",BU07580309,Mastbos
E1107N3943,"10003",BU07580309,Mastbos
E1108N3943,"10003",BU07580309,Mastbos
E1109N3943,"10003",BU07580309,Mastbos
E1110N3943,"10003",BU07580309,Mastbos
E1111N3943,"10003",BU07580309,Mastbos
E1112N3943,"10003",BU07580309,Mastbos
E1113N3943,"10003",BU07580309,Mastbos
E1114N3943,"10003",BU07580309,Mastbos
E1115N3943,"10003",BU07580309,Mastbos
E1116N3943,"10003",BU07580309,Mastbos
E1117N3943,"10003",BU07580309,Mastbos
E1118N3943,"10003",BU07580309,Mastbos
E1119N3943,"10003",BU07580309,Mastbos
E1120N3943,"10003",BU07580309,Mastbos
E1121N3943,"10003",BU07580309,Mastbos
E1122N3943,"10003",BU07580309,Mastbos
E1123N3943,"10003",BU07580309,Mastbos
E1124N3943,"10003",BU07580309,Mastbos
E1125N3943,"10003",BU07580309,Mastbos
E1126N3943,"10003",BU07580309,Mastbos
E1127N3943,"10003",BU07580309,Mastbos
E1128N3943,"10003",BU07580309,Mastbos
E1129N3943,"10003",BU07580309,Mastbos
E1130N3943,"10003",BU07580809,Buitengebied Ulvenhout
E1131N3943,"10003",BU07580809,Buitengebied Ulvenhout
E1132N3943,"10003",BU07580809,Buitengebied Ulvenhout
E1133N3943,"10003",BU07580809,Buitengebied Ulvenhout
E1134N3943,"10003",BU07580809,Buitengebied Ulvenhout
E1135N3943,"10003",BU07580809,Buitengebied Ulvenhout
E1098N3942,"10003",BU07580508,Effen-Rith
E1099N3942,"10003",BU07580508,Effen-Rith
E1100N3942,"10003",BU07580508,Effen-Rith
E1101N3942,"10003",BU07580508,Effen-Rith
E1102N3942,"10003",BU07580309,Mastbos
E1103N3942,"10003",BU07580309,Mastbos
E1104N3942,"10003",BU07580309,Mastbos
E1105N3942,"10003",BU07580309,Mastbos
E1106N3942,"10003",BU07580309,Mastbos
E1107N3942,"10003",BU07580309,Mastbos
E1108N3942,"10003",BU07580309,Mastbos
E1109N3942,"10003",BU07580309,Mastbos
E1110N3942,"10003",BU07580309,Mastbos
E1111N3942,"10003",BU07580309,Mastbos
E1112N3942,"10003",BU07580309,Mastbos
E1113N3942,"10003",BU07580309,Mastbos
E1114N3942,"10003",BU07580309,Mastbos
E1115N3942,"10003",BU07580309,Mastbos
E1116N3942,"10003",BU07580309,Mastbos
E1117N3942,"10003",BU07580309,Mastbos
E1118N3942,"10003",BU07580309,Mastbos
E1119N3942,"10003",BU07580309,Mastbos
E1120N3942,"10003",BU07580309,Mastbos
E1121N3942,"10003",BU07580309,Mastbos
E1122N3942,"10003",BU07580309,Mastbos
E1123N3942,"10003",BU07580309,Mastbos
E1124N3942,"10003",BU07580309,Mastbos
E1125N3942,"10003",BU07580309,Mastbos
E1126N3942,"10003",BU07580309,Mastbos
E1127N3942,"10003",BU07580309,Mastbos
E1128N3942,"10003",BU07580309,Mastbos
E1129N3942,"10003",BU07580309,Mastbos
E1130N3942,"10003",BU07580809,Buitengebied Ulvenhout
E1131N3942,"10003",BU07580809,Buitengebied Ulvenhout
E1132N3942,"10003",BU07580809,Buitengebied Ulvenhout
E1133N3942,"10003",BU07580809,Buitengebied Ulvenhout
E1134N3942,"10003",BU07580809,Buitengebied Ulvenhout
E1135N3942,"10003",BU07580809,Buitengebied Ulvenhout
E1098N3941,"10003",BU07580508,Effen-Rith
E1099N3941,"10003",BU07580508,Effen-Rith
E1100N3941,"10003",BU07580508,Effen-Rith
E1101N3941,"10003",BU07580508,Effen-Rith
E1102N3941,"10003",BU07580309,Mastbos
E1103N3941,"10003",BU07580309,Mastbos
E1104N3941,"10003",BU07580309,Mastbos
E1105N3941,"10003",BU07580309,Mastbos
E1106N3941,"10003",BU07580309,Mastbos
E1107N3941,"10003",BU07580309,Mastbos
E1108N3941,"10003",BU07580309,Mastbos
E1109N3941,"10003",BU07580309,Mastbos
E1110N3941,"10003",BU07580309,Mastbos
E1111N3941,"10003",BU07580309,Mastbos
E1112N3941,"10003",BU07580309,Mastbos
E1113N3941,"10003",BU07580309,Mastbos
E1114N3941,"10003",BU07580309,Mastbos
E1115N3941,"10003",BU07580309,Mastbos
E1116N3941,"10003",BU07580309,Mastbos
E1117N3941,"10003",BU07580309,Mastbos
E1118N3941,"10003",BU07580309,Mastbos
E1119N3941,"10003",BU07580309,Mastbos
E1120N3941,"10003",BU07580309,Mastbos
E1121N3941,"10003",BU07580309,Mastbos
E1122N3941,"10003",BU07580309,Mastbos
E1123N3941,"10003",BU07580309,Mastbos
E1124N3941,"10003",BU07580309,Mastbos
E1125N3941,"10003",BU07580309,Mastbos
E1126N3941,"10003",BU07580309,Mastbos
E1127N3941,"10003",BU07580309,Mastbos
E1128N3941,"10003",BU07580309,Mastbos
E1129N3941,"10003",BU07580809,Buitengebied Ulvenhout
E1130N3941,"10003",BU07580809,Buitengebied Ulvenhout
E1131N3941,"10003",BU07580809,Buitengebied Ulvenhout
E1132N3941,"10003",BU07580809,Buitengebied Ulvenhout
E1133N3941,"10003",BU07580809,Buitengebied Ulvenhout
E1134N3941,"10003",BU07580809,Buitengebied Ulvenhout
E1135N3941,"10003",BU07580809,Buitengebied Ulvenhout
E1098N3940,"8601",BU07580508,Effen-Rith
E1099N3940,"10003",BU07580508,Effen-Rith
E1100N3940,"10003",BU07580508,Effen-Rith
E1101N3940,"10003",BU07580508,Effen-Rith
E1102N3940,"10003",BU07580309,Mastbos
E1103N3940,"10003",BU07580309,Mastbos
E1104N3940,"10003",BU07580309,Mastbos
E1105N3940,"10003",BU07580309,Mastbos
E1106N3940,"10003",BU07580309,Mastbos
E1107N3940,"10003",BU07580309,Mastbos
E1108N3940,"10003",BU07580309,Mastbos
E1109N3940,"10003",BU07580309,Mastbos
E1110N3940,"10003",BU07580309,Mastbos
E1111N3940,"10003",BU07580309,Mastbos
E1112N3940,"10003",BU07580309,Mastbos
E1113N3940,"10003",BU07580309,Mastbos
E1114N3940,"10003",BU07580309,Mastbos
E1115N3940,"10003",BU07580309,Mastbos
E1116N3940,"10003",BU07580309,Mastbos
E1117N3940,"10003",BU07580309,Mastbos
E1118N3940,"10003",BU07580309,Mastbos
E1119N3940,"10003",BU07580309,Mastbos
E1120N3940,"10003",BU07580309,Mastbos
E1121N3940,"10003",BU07580309,Mastbos
E1122N3940,"10003",BU07580309,Mastbos
E1123N3940,"10003",BU07580309,Mastbos
E1124N3940,"10003",BU07580309,Mastbos
E1125N3940,"10003",BU07580309,Mastbos
E1126N3940,"10003",BU07580309,Mastbos
E1127N3940,"10003",BU07580309,Mastbos
E1128N3940,"10003",BU07580809,Buitengebied Ulvenhout
E1129N3940,"10003",BU07580809,Buitengebied Ulvenhout
E1130N3940,"10003",BU07580809,Buitengebied Ulvenhout
E1131N3940,"10003",BU07580809,Buitengebied Ulvenhout
E1132N3940,"10003",BU07580809,Buitengebied Ulvenhout
E1133N3940,"10003",BU07580809,Buitengebied Ulvenhout
E1134N3940,"10003",BU07580809,Buitengebied Ulvenhout
E1135N3940,"8953",BU07580809,Buitengebied Ulvenhout
E1098N3939,"463",BU07580508,Effen-Rith
E1099N3939,"5806",BU07580508,Effen-Rith
E1100N3939,"9923",BU07580508,Effen-Rith
E1101N3939,"5814",BU07580508,Effen-Rith
E1102N3939,"9861",BU07580309,Mastbos
E1103N3939,"10003",BU07580309,Mastbos
E1104N3939,"10003",BU07580309,Mastbos
E1105N3939,"10003",BU07580309,Mastbos
E1106N3939,"10003",BU07580309,Mastbos
E1107N3939,"10003",BU07580309,Mastbos
E1108N3939,"10003",BU07580309,Mastbos
E1109N3939,"10003",BU07580309,Mastbos
E1110N3939,"10003",BU07580309,Mastbos
E1111N3939,"10003",BU07580309,Mastbos
E1112N3939,"10003",BU07580309,Mastbos
E1113N3939,"10003",BU07580309,Mastbos
E1114N3939,"10003",BU07580309,Mastbos
E1115N3939,"10003",BU07580309,Mastbos
E1116N3939,"10003",BU07580309,Mastbos
E1117N3939,"10003",BU07580309,Mastbos
E1118N3939,"10003",BU07580309,Mastbos
E1119N3939,"10003",BU07580309,Mastbos
E1120N3939,"10003",BU07580309,Mastbos
E1121N3939,"10003",BU07580309,Mastbos
E1122N3939,"10003",BU07580309,Mastbos
E1123N3939,"10003",BU07580309,Mastbos
E1124N3939,"10003",BU07580309,Mastbos
E1125N3939,"10003",BU07580309,Mastbos
E1126N3939,"10003",BU07580309,Mastbos
E1127N3939,"10003",BU07580809,Buitengebied Ulvenhout
E1128N3939,"10003",BU07580809,Buitengebied Ulvenhout
E1129N3939,"10003",BU07580809,Buitengebied Ulvenhout
E1130N3939,"10003",BU07580809,Buitengebied Ulvenhout
E1131N3939,"10003",BU07580809,Buitengebied Ulvenhout
E1132N3939,"10003",BU07580809,Buitengebied Ulvenhout
E1133N3939,"9025",BU07580809,Buitengebied Ulvenhout
E1134N3939,"4211",BU07580809,Buitengebied Ulvenhout
E1135N3939,"258",BU07580809,Buitengebied Ulvenhout
E1099N3938,"747",BU07580508,Effen-Rith
E1100N3938,"3926",BU07580508,Effen-Rith
E1102N3938,"8456",BU07580508,Effen-Rith
E1103N3938,"10003",BU07580309,Mastbos
E1104N3938,"10003",BU07580309,Mastbos
E1105N3938,"10003",BU07580309,Mastbos
E1106N3938,"10003",BU07580309,Mastbos
E1107N3938,"10003",BU07580309,Mastbos
E1108N3938,"10003",BU07580309,Mastbos
E1109N3938,"10003",BU07580309,Mastbos
E1110N3938,"10003",BU07580309,Mastbos
E1111N3938,"10003",BU07580309,Mastbos
E1112N3938,"10003",BU07580309,Mastbos
E1113N3938,"10003",BU07580309,Mastbos
E1114N3938,"10003",BU07580309,Mastbos
E1115N3938,"10003",BU07580309,Mastbos
E1116N3938,"10003",BU07580309,Mastbos
