cbs_grid_code,area,neighborhood_code,neighborhood_name
E1089N4053,"10004",BU07580609,Hagebeemd
E1090N4053,"10004",BU07580609,Hagebeemd
E1091N4053,"10004",BU07580609,Hagebeemd
E1092N4053,"10004",BU07580609,Hagebeemd
E1093N4053,"10004",BU07580609,Hagebeemd
E1094N4053,"10004",BU07580609,Hagebeemd
E1095N4053,"10004",BU07580609,Hagebeemd
E1096N4053,"10004",BU07580609,Hagebeemd
E1097N4053,"10004",BU07580609,Hagebeemd
E1098N4053,"10004",BU07580609,Hagebeemd
E1099N4053,"10004",BU07580609,Hagebeemd
E1100N4053,"10004",BU07580609,Hagebeemd
E1101N4053,"10004",BU07580609,Hagebeemd
E1102N4053,"10004",BU07580609,Hagebeemd
E1103N4053,"10004",BU07580609,Hagebeemd
E1104N4053,"10004",BU07580609,Hagebeemd
E1105N4053,"10004",BU07580609,Hagebeemd
E1106N4053,"10004",BU07580609,Hagebeemd
E1107N4053,"10004",BU07580609,Hagebeemd
E1108N4053,"10004",BU07580609,Hagebeemd
E1109N4053,"10004",BU07580609,Hagebeemd
E1110N4053,"10004",BU07580609,Hagebeemd
E1111N4053,"10004",BU07580609,Hagebeemd
E1112N4053,"10004",BU07580609,Hagebeemd
E1113N4053,"10004",BU07580609,Hagebeemd
E1114N4053,"10004",BU07580609,Hagebeemd
E1115N4053,"10004",BU07580609,Hagebeemd
E1116N4053,"9957",BU07580609,Hagebeemd
E1117N4053,"3487",BU07580609,Hagebeemd
E1073N4052,"10004",BU07580909,Buitengebied Prinsenbeek
E1074N4052,"10004",BU07580909,Buitengebied Prinsenbeek
E1075N4052,"10004",BU07580609,Hagebeemd
E1076N4052,"10004",BU07580609,Hagebeemd
E1077N4052,"10004",BU07580609,Hagebeemd
E1078N4052,"10004",BU07580609,Hagebeemd
E1079N4052,"10004",BU07580609,Hagebeemd
E1080N4052,"10004",BU07580609,Hagebeemd
E1081N4052,"10004",BU07580609,Hagebeemd
E1082N4052,"10004",BU07580609,Hagebeemd
E1083N4052,"10004",BU07580609,Hagebeemd
E1084N4052,"10004",BU07580609,Hagebeemd
E1085N4052,"10004",BU07580609,Hagebeemd
E1086N4052,"10004",BU07580609,Hagebeemd
E1087N4052,"10004",BU07580609,Hagebeemd
E1088N4052,"10004",BU07580609,Hagebeemd
E1089N4052,"10004",BU07580609,Hagebeemd
E1090N4052,"10004",BU07580609,Hagebeemd
E1091N4052,"10004",BU07580609,Hagebeemd
E1092N4052,"10004",BU07580609,Hagebeemd
E1093N4052,"10004",BU07580609,Hagebeemd
E1094N4052,"10004",BU07580609,Hagebeemd
E1095N4052,"10004",BU07580609,Hagebeemd
E1096N4052,"10004",BU07580609,Hagebeemd
E1097N4052,"10004",BU07580609,Hagebeemd
E1098N4052,"10004",BU07580609,Hagebeemd
E1099N4052,"10004",BU07580609,Hagebeemd
E1100N4052,"10004",BU07580609,Hagebeemd
E1101N4052,"10004",BU07580609,Hagebeemd
E1102N4052,"10004",BU07580609,Hagebeemd
E1103N4052,"10004",BU07580609,Hagebeemd
E1104N4052,"10004",BU07580609,Hagebeemd
E1105N4052,"10004",BU07580609,Hagebeemd
E1106N4052,"10004",BU07580609,Hagebeemd
E1107N4052,"10004",BU07580609,Hagebeemd
E1108N4052,"10004",BU07580609,Hagebeemd
E1109N4052,"10004",BU07580609,Hagebeemd
E1110N4052,"10004",BU07580609,Hagebeemd
E1111N4052,"10004",BU07580609,Hagebeemd
E1112N4052,"10004",BU07580609,Hagebeemd
E1113N4052,"10004",BU07580609,Hagebeemd
E1114N4052,"10004",BU07580609,Hagebeemd
E1115N4052,"10004",BU07580609,Hagebeemd
E1116N4052,"10004",BU07580609,Hagebeemd
E1117N4052,"9584",BU07580609,Hagebeemd
E1118N4052,"1468",BU07580609,Hagebeemd
E1073N4051,"10004",BU07580909,Buitengebied Prinsenbeek
E1074N4051,"10004",BU07580909,Buitengebied Prinsenbeek
E1075N4051,"10004",BU07580909,Buitengebied Prinsenbeek
E1076N4051,"10004",BU07580609,Hagebeemd
E1077N4051,"10004",BU07580609,Hagebeemd
E1078N4051,"10004",BU07580609,Hagebeemd
E1079N4051,"10004",BU07580609,Hagebeemd
E1080N4051,"10004",BU07580609,Hagebeemd
E1081N4051,"10004",BU07580609,Hagebeemd
E1082N4051,"10004",BU07580609,Hagebeemd
E1083N4051,"10004",BU07580609,Hagebeemd
E1084N4051,"10004",BU07580609,Hagebeemd
E1085N4051,"10004",BU07580609,Hagebeemd
E1086N4051,"10004",BU07580609,Hagebeemd
E1087N4051,"10004",BU07580609,Hagebeemd
E1088N4051,"10004",BU07580609,Hagebeemd
E1089N4051,"10004",BU07580609,Hagebeemd
E1090N4051,"10004",BU07580609,Hagebeemd
E1091N4051,"10004",BU07580609,Hagebeemd
E1092N4051,"10004",BU07580609,Hagebeemd
E1093N4051,"10004",BU07580609,Hagebeemd
E1094N4051,"10004",BU07580609,Hagebeemd
E1095N4051,"10004",BU07580609,Hagebeemd
E1096N4051,"10004",BU07580609,Hagebeemd
E1097N4051,"10004",BU07580609,Hagebeemd
E1098N4051,"10004",BU07580609,Hagebeemd
E1099N4051,"10004",BU07580609,Hagebeemd
E1100N4051,"10004",BU07580609,Hagebeemd
E1101N4051,"10004",BU07580609,Hagebeemd
E1102N4051,"10004",BU07580609,Hagebeemd
E1103N4051,"10004",BU07580609,Hagebeemd
E1104N4051,"10004",BU07580609,Hagebeemd
E1105N4051,"10004",BU07580609,Hagebeemd
E1106N4051,"10004",BU07580609,Hagebeemd
E1107N4051,"10004",BU07580609,Hagebeemd
E1108N4051,"10004",BU07580609,Hagebeemd
E1109N4051,"10004",BU07580609,Hagebeemd
E1110N4051,"10004",BU07580609,Hagebeemd
E1111N4051,"10004",BU07580609,Hagebeemd
E1112N4051,"10004",BU07580609,Hagebeemd
E1113N4051,"10004",BU07580609,Hagebeemd
E1114N4051,"10004",BU07580609,Hagebeemd
E1115N4051,"10004",BU07580609,Hagebeemd
E1116N4051,"10004",BU07580609,Hagebeemd
E1117N4051,"10004",BU07580609,Hagebeemd
E1118N4051,"6817",BU07580609,Hagebeemd
E1073N4050,"10004",BU07580909,Buitengebied Prinsenbeek
E1074N4050,"10004",BU07580909,Buitengebied Prinsenbeek
E1075N4050,"10004",BU07580909,Buitengebied Prinsenbeek
E1076N4050,"10004",BU07580609,Hagebeemd
E1077N4050,"10004",BU07580609,Hagebeemd
E1078N4050,"10004",BU07580609,Hagebeemd
E1079N4050,"10004",BU07580609,Hagebeemd
E1080N4050,"10004",BU07580609,Hagebeemd
E1081N4050,"10004",BU07580609,Hagebeemd
E1082N4050,"10004",BU07580609,Hagebeemd
E1083N4050,"10004",BU07580609,Hagebeemd
E1084N4050,"10004",BU07580609,Hagebeemd
E1085N4050,"10004",BU07580609,Hagebeemd
E1086N4050,"10004",BU07580609,Hagebeemd
E1087N4050,"10004",BU07580609,Hagebeemd
E1088N4050,"10004",BU07580609,Hagebeemd
E1089N4050,"10004",BU07580609,Hagebeemd
E1090N4050,"10004",BU07580609,Hagebeemd
E1091N4050,"10004",BU07580609,Hagebeemd
E1092N4050,"10004",BU07580609,Hagebeemd
E1093N4050,"10004",BU07580609,Hagebeemd
E1094N4050,"10004",BU07580609,Hagebeemd
E1095N4050,"10004",BU07580609,Hagebeemd
E1096N4050,"10004",BU07580609,Hagebeemd
E1097N4050,"10004",BU07580609,Hagebeemd
E1098N4050,"10004",BU07580609,Hagebeemd
E1099N4050,"10004",BU07580609,Hagebeemd
E1100N4050,"10004",BU07580609,Hagebeemd
E1101N4050,"10004",BU07580609,Hagebeemd
E1102N4050,"10004",BU07580609,Hagebeemd
E1103N4050,"10004",BU07580609,Hagebeemd
E1104N4050,"10004",BU07580609,Hagebeemd
E1105N4050,"10004",BU07580609,Hagebeemd
E1106N4050,"10004",BU07580609,Hagebeemd
E1107N4050,"10004",BU07580609,Hagebeemd
E1108N4050,"10004",BU07580609,Hagebeemd
E1109N4050,"10004",BU07580609,Hagebeemd
E1110N4050,"10004",BU07580609,Hagebeemd
E1111N4050,"10004",BU07580609,Hagebeemd
E1112N4050,"10004",BU07580609,Hagebeemd
E1113N4050,"10004",BU07580609,Hagebeemd
E1114N4050,"10004",BU07580609,Hagebeemd
E1115N4050,"10004",BU07580609,Hagebeemd
E1116N4050,"10004",BU07580609,Hagebeemd
E1117N4050,"10004",BU07580609,Hagebeemd
E1118N4050,"9826",BU07580609,Hagebeemd
E1119N4050,"746",BU07580609,Hagebeemd
E1073N4049,"10004",BU07580909,Buitengebied Prinsenbeek
E1074N4049,"10004",BU07580909,Buitengebied Prinsenbeek
E1075N4049,"10004",BU07580909,Buitengebied Prinsenbeek
E1076N4049,"10004",BU07580909,Buitengebied Prinsenbeek
E1077N4049,"10004",BU07580609,Hagebeemd
E1078N4049,"10004",BU07580609,Hagebeemd
E1079N4049,"10004",BU07580609,Hagebeemd
E1080N4049,"10004",BU07580609,Hagebeemd
E1081N4049,"10004",BU07580609,Hagebeemd
E1082N4049,"10004",BU07580609,Hagebeemd
E1083N4049,"10004",BU07580609,Hagebeemd
E1084N4049,"10004",BU07580609,Hagebeemd
E1085N4049,"10004",BU07580609,Hagebeemd
E1086N4049,"10004",BU07580609,Hagebeemd
E1087N4049,"10004",BU07580609,Hagebeemd
E1088N4049,"10004",BU07580609,Hagebeemd
E1089N4049,"10004",BU07580609,Hagebeemd
E1090N4049,"10004",BU07580609,Hagebeemd
E1091N4049,"10004",BU07580609,Hagebeemd
E1092N4049,"10004",BU07580609,Hagebeemd
E1093N4049,"10004",BU07580609,Hagebeemd
E1094N4049,"10004",BU07580609,Hagebeemd
E1095N4049,"10004",BU07580609,Hagebeemd
E1096N4049,"10004",BU07580609,Hagebeemd
E1097N4049,"10004",BU07580609,Hagebeemd
E1098N4049,"10004",BU07580609,Hagebeemd
E1099N4049,"10004",BU07580609,Hagebeemd
E1100N4049,"10004",BU07580609,Hagebeemd
E1101N4049,"10004",BU07580609,Hagebeemd
E1102N4049,"10004",BU07580609,Hagebeemd
E1103N4049,"10004",BU07580609,Hagebeemd
E1104N4049,"10004",BU07580609,Hagebeemd
E1105N4049,"10004",BU07580609,Hagebeemd
E1106N4049,"10004",BU07580609,Hagebeemd
E1107N4049,"10004",BU07580609,Hagebeemd
E1108N4049,"10004",BU07580609,Hagebeemd
E1109N4049,"10004",BU07580609,Hagebeemd
E1110N4049,"10004",BU07580609,Hagebeemd
E1111N4049,"10004",BU07580609,Hagebeemd
E1112N4049,"10004",BU07580609,Hagebeemd
E1113N4049,"10004",BU07580609,Hagebeemd
E1114N4049,"10004",BU07580609,Hagebeemd
E1115N4049,"10004",BU07580609,Hagebeemd
E1116N4049,"10004",BU07580609,Hagebeemd
E1117N4049,"10004",BU07580609,Hagebeemd
E1118N4049,"10004",BU07580609,Hagebeemd
E1119N4049,"2606",BU07580609,Hagebeemd
E1073N4048,"10004",BU07580909,Buitengebied Prinsenbeek
E1074N4048,"10004",BU07580909,Buitengebied Prinsenbeek
E1075N4048,"10004",BU07580909,Buitengebied Prinsenbeek
E1076N4048,"10004",BU07580909,Buitengebied Prinsenbeek
E1077N4048,"10004",BU07580609,Hagebeemd
E1078N4048,"10004",BU07580609,Hagebeemd
E1079N4048,"10004",BU07580609,Hagebeemd
E1080N4048,"10004",BU07580609,Hagebeemd
E1081N4048,"10004",BU07580609,Hagebeemd
E1082N4048,"10004",BU07580609,Hagebeemd
E1083N4048,"10004",BU07580609,Hagebeemd
E1084N4048,"10004",BU07580609,Hagebeemd
E1085N4048,"10004",BU07580609,Hagebeemd
E1086N4048,"10004",BU07580609,Hagebeemd
E1087N4048,"10004",BU07580609,Hagebeemd
E1088N4048,"10004",BU07580609,Hagebeemd
E1089N4048,"10004",BU07580609,Hagebeemd
E1090N4048,"10004",BU07580609,Hagebeemd
E1091N4048,"10004",BU07580609,Hagebeemd
E1092N4048,"10004",BU07580609,Hagebeemd
E1093N4048,"10004",BU07580609,Hagebeemd
E1094N4048,"10004",BU07580609,Hagebeemd
E1095N4048,"10004",BU07580609,Hagebeemd
E1096N4048,"10004",BU07580609,Hagebeemd
E1097N4048,"10004",BU07580609,Hagebeemd
E1098N4048,"10004",BU07580609,Hagebeemd
E1099N4048,"10004",BU07580609,Hagebeemd
E1100N4048,"10004",BU07580609,Hagebeemd
E1101N4048,"10004",BU07580609,Hagebeemd
E1102N4048,"10004",BU07580609,Hagebeemd
E1103N4048,"10004",BU07580609,Hagebeemd
E1104N4048,"10004",BU07580609,Hagebeemd
E1105N4048,"10004",BU07580609,Hagebeemd
E1106N4048,"10004",BU07580609,Hagebeemd
E1107N4048,"10004",BU07580609,Hagebeemd
E1108N4048,"10004",BU07580609,Hagebeemd
E1109N4048,"10004",BU07580609,Hagebeemd
E1110N4048,"10004",BU07580609,Hagebeemd
E1111N4048,"10004",BU07580609,Hagebeemd
E1112N4048,"10004",BU07580609,Hagebeemd
E1113N4048,"10004",BU07580609,Hagebeemd
E1114N4048,"10004",BU07580609,Hagebeemd
E1115N4048,"10004",BU07580609,Hagebeemd
E1116N4048,"10004",BU07580609,Hagebeemd
E1117N4048,"10004",BU07580609,Hagebeemd
E1118N4048,"10004",BU07580609,Hagebeemd
E1119N4048,"4102",BU07580609,Hagebeemd
E1073N4047,"10004",BU07580909,Buitengebied Prinsenbeek
E1074N4047,"10004",BU07580909,Buitengebied Prinsenbeek
E1075N4047,"10004",BU07580909,Buitengebied Prinsenbeek
E1076N4047,"10004",BU07580909,Buitengebied Prinsenbeek
E1077N4047,"10004",BU07580609,Hagebeemd
E1078N4047,"10004",BU07580609,Hagebeemd
E1079N4047,"10004",BU07580609,Hagebeemd
E1080N4047,"10004",BU07580609,Hagebeemd
E1081N4047,"10004",BU07580609,Hagebeemd
E1082N4047,"10004",BU07580609,Hagebeemd
E1083N4047,"10004",BU07580609,Hagebeemd
E1084N4047,"10004",BU07580609,Hagebeemd
E1085N4047,"10004",BU07580609,Hagebeemd
E1086N4047,"10004",BU07580609,Hagebeemd
E1087N4047,"10004",BU07580609,Hagebeemd
E1088N4047,"10004",BU07580609,Hagebeemd
E1089N4047,"10004",BU07580609,Hagebeemd
E1090N4047,"10004",BU07580609,Hagebeemd
E1091N4047,"10004",BU07580609,Hagebeemd
E1092N4047,"10004",BU07580609,Hagebeemd
E1093N4047,"10004",BU07580609,Hagebeemd
E1094N4047,"10004",BU07580609,Hagebeemd
E1095N4047,"10004",BU07580609,Hagebeemd
E1096N4047,"10004",BU07580609,Hagebeemd
E1097N4047,"10004",BU07580609,Hagebeemd
E1098N4047,"10004",BU07580609,Hagebeemd
E1099N4047,"10004",BU07580609,Hagebeemd
E1100N4047,"10004",BU07580609,Hagebeemd
E1101N4047,"10004",BU07580609,Hagebeemd
E1102N4047,"10004",BU07580609,Hagebeemd
E1103N4047,"10004",BU07580609,Hagebeemd
E1104N4047,"10004",BU07580609,Hagebeemd
E1105N4047,"10004",BU07580609,Hagebeemd
E1106N4047,"10004",BU07580609,Hagebeemd
E1107N4047,"10004",BU07580609,Hagebeemd
E1108N4047,"10004",BU07580609,Hagebeemd
E1109N4047,"10004",BU07580609,Hagebeemd
E1110N4047,"10004",BU07580609,Hagebeemd
E1111N4047,"10004",BU07580609,Hagebeemd
E1112N4047,"10004",BU07580609,Hagebeemd
E1113N4047,"10004",BU07580609,Hagebeemd
E1114N4047,"10004",BU07580609,Hagebeemd
E1115N4047,"10004",BU07580609,Hagebeemd
E1116N4047,"10004",BU07580609,Hagebeemd
E1117N4047,"10004",BU07580609,Hagebeemd
E1118N4047,"10004",BU07580609,Hagebeemd
E1119N4047,"5434",BU07580609,Hagebeemd
E1073N4046,"10004",BU07580909,Buitengebied Prinsenbeek
E1074N4046,"10004",BU07580909,Buitengebied Prinsenbeek
E1075N4046,"10004",BU07580909,Buitengebied Prinsenbeek
E1076N4046,"10004",BU07580909,Buitengebied Prinsenbeek
E1077N4046,"10004",BU07580909,Buitengebied Prinsenbeek
E1078N4046,"10004",BU07580609,Hagebeemd
E1079N4046,"10004",BU07580609,Hagebeemd
E1080N4046,"10004",BU07580609,Hagebeemd
E1081N4046,"10004",BU07580609,Hagebeemd
E1082N4046,"10004",BU07580609,Hagebeemd
E1083N4046,"10004",BU07580609,Hagebeemd
E1084N4046,"10004",BU07580609,Hagebeemd
E1085N4046,"10004",BU07580609,Hagebeemd
E1086N4046,"10004",BU07580609,Hagebeemd
E1087N4046,"10004",BU07580609,Hagebeemd
E1088N4046,"10004",BU07580609,Hagebeemd
E1089N4046,"10004",BU07580609,Hagebeemd
E1090N4046,"10004",BU07580609,Hagebeemd
E1091N4046,"10004",BU07580609,Hagebeemd
E1092N4046,"10004",BU07580609,Hagebeemd
E1093N4046,"10004",BU07580609,Hagebeemd
E1094N4046,"10004",BU07580609,Hagebeemd
E1095N4046,"10004",BU07580609,Hagebeemd
E1096N4046,"10004",BU07580609,Hagebeemd
E1097N4046,"10004",BU07580609,Hagebeemd
E1098N4046,"10004",BU07580609,Hagebeemd
E1099N4046,"10004",BU07580605,Overkroeten
E1100N4046,"10004",BU07580605,Overkroeten
E1101N4046,"10004",BU07580605,Overkroeten
E1102N4046,"10004",BU07580609,Hagebeemd
E1103N4046,"10004",BU07580609,Hagebeemd
E1104N4046,"10004",BU07580609,Hagebeemd
E1105N4046,"10004",BU07580609,Hagebeemd
E1106N4046,"10004",BU07580609,Hagebeemd
E1107N4046,"10004",BU07580609,Hagebeemd
E1108N4046,"10004",BU07580609,Hagebeemd
E1109N4046,"10004",BU07580609,Hagebeemd
E1110N4046,"10004",BU07580609,Hagebeemd
E1111N4046,"10004",BU07580609,Hagebeemd
E1112N4046,"10004",BU07580609,Hagebeemd
E1113N4046,"10004",BU07580609,Hagebeemd
E1114N4046,"10004",BU07580609,Hagebeemd
E1115N4046,"10004",BU07580609,Hagebeemd
E1116N4046,"10004",BU07580609,Hagebeemd
E1117N4046,"10004",BU07580609,Hagebeemd
E1118N4046,"10004",BU07580609,Hagebeemd
E1119N4046,"8622",BU07580609,Hagebeemd
E1120N4046,"5678",BU07580105,Krogten
E1073N4045,"10004",BU07580909,Buitengebied Prinsenbeek
E1074N4045,"10004",BU07580909,Buitengebied Prinsenbeek
E1075N4045,"10004",BU07580909,Buitengebied Prinsenbeek
E1076N4045,"10004",BU07580909,Buitengebied Prinsenbeek
E1077N4045,"10004",BU07580909,Buitengebied Prinsenbeek
E1078N4045,"10004",BU07580609,Hagebeemd
E1079N4045,"10004",BU07580609,Hagebeemd
E1080N4045,"10004",BU07580609,Hagebeemd
E1081N4045,"10004",BU07580609,Hagebeemd
E1082N4045,"10004",BU07580609,Hagebeemd
E1083N4045,"10004",BU07580609,Hagebeemd
E1084N4045,"10004",BU07580609,Hagebeemd
E1085N4045,"10004",BU07580609,Hagebeemd
E1086N4045,"10004",BU07580609,Hagebeemd
E1087N4045,"10004",BU07580609,Hagebeemd
E1088N4045,"10004",BU07580609,Hagebeemd
E1089N4045,"10004",BU07580609,Hagebeemd
E1090N4045,"10004",BU07580609,Hagebeemd
E1091N4045,"10004",BU07580609,Hagebeemd
E1092N4045,"10004",BU07580609,Hagebeemd
E1093N4045,"10004",BU07580609,Hagebeemd
E1094N4045,"10004",BU07580609,Hagebeemd
E1095N4045,"10004",BU07580609,Hagebeemd
E1096N4045,"10004",BU07580609,Hagebeemd
E1097N4045,"10004",BU07580609,Hagebeemd
E1098N4045,"10004",BU07580605,Overkroeten
E1099N4045,"10004",BU07580605,Overkroeten
E1100N4045,"10004",BU07580605,Overkroeten
E1101N4045,"10004",BU07580605,Overkroeten
E1102N4045,"10004",BU07580605,Overkroeten
E1103N4045,"10004",BU07580604,Heksenwiel
E1104N4045,"10004",BU07580604,Heksenwiel
E1105N4045,"10004",BU07580604,Heksenwiel
E1106N4045,"10004",BU07580609,Hagebeemd
E1107N4045,"10004",BU07580609,Hagebeemd
E1108N4045,"10004",BU07580609,Hagebeemd
E1109N4045,"10004",BU07580609,Hagebeemd
E1110N4045,"10004",BU07580609,Hagebeemd
E1111N4045,"10004",BU07580609,Hagebeemd
E1112N4045,"10004",BU07580609,Hagebeemd
E1113N4045,"10004",BU07580609,Hagebeemd
E1114N4045,"10004",BU07580609,Hagebeemd
E1115N4045,"10004",BU07580609,Hagebeemd
E1116N4045,"10004",BU07580609,Hagebeemd
E1117N4045,"10004",BU07580609,Hagebeemd
E1118N4045,"10004",BU07580609,Hagebeemd
E1119N4045,"10004",BU07580609,Hagebeemd
E1120N4045,"10004",BU07580105,Krogten
E1073N4044,"10004",BU07580909,Buitengebied Prinsenbeek
E1074N4044,"10004",BU07580909,Buitengebied Prinsenbeek
E1075N4044,"10004",BU07580909,Buitengebied Prinsenbeek
E1076N4044,"10004",BU07580909,Buitengebied Prinsenbeek
E1077N4044,"10004",BU07580909,Buitengebied Prinsenbeek
E1078N4044,"10004",BU07580909,Buitengebied Prinsenbeek
E1079N4044,"10004",BU07580609,Hagebeemd
E1080N4044,"10004",BU07580609,Hagebeemd
E1081N4044,"10004",BU07580609,Hagebeemd
E1082N4044,"10004",BU07580609,Hagebeemd
E1083N4044,"10004",BU07580609,Hagebeemd
E1084N4044,"10004",BU07580609,Hagebeemd
E1085N4044,"10004",BU07580609,Hagebeemd
E1086N4044,"10004",BU07580609,Hagebeemd
E1087N4044,"10004",BU07580609,Hagebeemd
E1088N4044,"10004",BU07580609,Hagebeemd
E1089N4044,"10004",BU07580609,Hagebeemd
E1090N4044,"10004",BU07580609,Hagebeemd
E1091N4044,"10004",BU07580609,Hagebeemd
E1092N4044,"10004",BU07580609,Hagebeemd
E1093N4044,"10004",BU07580609,Hagebeemd
E1094N4044,"10004",BU07580609,Hagebeemd
E1095N4044,"10004",BU07580609,Hagebeemd
E1096N4044,"10004",BU07580609,Hagebeemd
E1097N4044,"10004",BU07580606,Kroeten
E1098N4044,"10004",BU07580605,Overkroeten
E1099N4044,"10004",BU07580605,Overkroeten
E1100N4044,"10004",BU07580605,Overkroeten
E1101N4044,"10004",BU07580605,Overkroeten
E1102N4044,"10004",BU07580605,Overkroeten
E1103N4044,"10004",BU07580605,Overkroeten
E1104N4044,"10004",BU07580604,Heksenwiel
E1105N4044,"10004",BU07580604,Heksenwiel
E1106N4044,"10004",BU07580604,Heksenwiel
E1107N4044,"10004",BU07580609,Hagebeemd
E1108N4044,"10004",BU07580609,Hagebeemd
E1109N4044,"10004",BU07580609,Hagebeemd
E1110N4044,"10004",BU07580609,Hagebeemd
E1111N4044,"10004",BU07580609,Hagebeemd
E1112N4044,"10004",BU07580609,Hagebeemd
E1113N4044,"10004",BU07580609,Hagebeemd
E1114N4044,"10004",BU07580604,Heksenwiel
E1115N4044,"10004",BU07580609,Hagebeemd
E1116N4044,"10004",BU07580609,Hagebeemd
E1117N4044,"10004",BU07580609,Hagebeemd
E1118N4044,"10004",BU07580609,Hagebeemd
E1119N4044,"10004",BU07580609,Hagebeemd
E1120N4044,"10004",BU07580105,Krogten
E1073N4043,"10004",BU07580909,Buitengebied Prinsenbeek
E1074N4043,"10004",BU07580909,Buitengebied Prinsenbeek
E1075N4043,"10004",BU07580909,Buitengebied Prinsenbeek
E1076N4043,"10004",BU07580909,Buitengebied Prinsenbeek
E1077N4043,"10004",BU07580909,Buitengebied Prinsenbeek
E1078N4043,"10004",BU07580909,Buitengebied Prinsenbeek
E1079N4043,"10004",BU07580609,Hagebeemd
E1080N4043,"10004",BU07580609,Hagebeemd
E1081N4043,"10004",BU07580609,Hagebeemd
E1082N4043,"10004",BU07580609,Hagebeemd
E1083N4043,"10004",BU07580609,Hagebeemd
E1084N4043,"10004",BU07580609,Hagebeemd
E1085N4043,"10004",BU07580609,Hagebeemd
E1086N4043,"10004",BU07580609,Hagebeemd
E1087N4043,"10004",BU07580609,Hagebeemd
E1088N4043,"10004",BU07580609,Hagebeemd
E1089N4043,"10004",BU07580609,Hagebeemd
E1090N4043,"10004",BU07580609,Hagebeemd
E1091N4043,"10004",BU07580609,Hagebeemd
E1092N4043,"10004",BU07580609,Hagebeemd
E1093N4043,"10004",BU07580609,Hagebeemd
E1094N4043,"10004",BU07580609,Hagebeemd
E1095N4043,"10004",BU07580609,Hagebeemd
E1096N4043,"10004",BU07580606,Kroeten
E1097N4043,"10004",BU07580606,Kroeten
E1098N4043,"10004",BU07580605,Overkroeten
E1099N4043,"10004",BU07580605,Overkroeten
E1100N4043,"10004",BU07580605,Overkroeten
E1101N4043,"10004",BU07580605,Overkroeten
E1102N4043,"10004",BU07580605,Overkroeten
E1103N4043,"10004",BU07580605,Overkroeten
E1104N4043,"10004",BU07580604,Heksenwiel
E1105N4043,"10004",BU07580604,Heksenwiel
E1106N4043,"10004",BU07580604,Heksenwiel
E1107N4043,"10004",BU07580604,Heksenwiel
E1108N4043,"10004",BU07580609,Hagebeemd
E1109N4043,"10004",BU07580609,Hagebeemd
E1110N4043,"10004",BU07580609,Hagebeemd
E1111N4043,"10004",BU07580609,Hagebeemd
E1112N4043,"10004",BU07580609,Hagebeemd
E1113N4043,"10004",BU07580609,Hagebeemd
E1114N4043,"10004",BU07580604,Heksenwiel
E1115N4043,"10004",BU07580604,Heksenwiel
E1116N4043,"10004",BU07580609,Hagebeemd
E1117N4043,"10004",BU07580609,Hagebeemd
E1118N4043,"10004",BU07580609,Hagebeemd
E1119N4043,"10004",BU07580609,Hagebeemd
E1120N4043,"10004",BU07580105,Krogten
E1073N4042,"10004",BU07580909,Buitengebied Prinsenbeek
E1074N4042,"10004",BU07580909,Buitengebied Prinsenbeek
E1075N4042,"10004",BU07580909,Buitengebied Prinsenbeek
E1076N4042,"10004",BU07580909,Buitengebied Prinsenbeek
E1077N4042,"10004",BU07580909,Buitengebied Prinsenbeek
E1078N4042,"10004",BU07580909,Buitengebied Prinsenbeek
E1079N4042,"10004",BU07580609,Hagebeemd
E1080N4042,"10004",BU07580609,Hagebeemd
E1081N4042,"10004",BU07580609,Hagebeemd
E1082N4042,"10004",BU07580609,Hagebeemd
E1083N4042,"10004",BU07580609,Hagebeemd
E1084N4042,"10004",BU07580609,Hagebeemd
E1085N4042,"10004",BU07580609,Hagebeemd
E1086N4042,"10004",BU07580609,Hagebeemd
E1087N4042,"10004",BU07580609,Hagebeemd
E1088N4042,"10004",BU07580609,Hagebeemd
E1089N4042,"10004",BU07580609,Hagebeemd
E1090N4042,"10004",BU07580609,Hagebeemd
E1091N4042,"10004",BU07580609,Hagebeemd
E1092N4042,"10004",BU07580609,Hagebeemd
E1093N4042,"10004",BU07580609,Hagebeemd
E1094N4042,"10004",BU07580609,Hagebeemd
E1095N4042,"10004",BU07580606,Kroeten
E1096N4042,"10004",BU07580606,Kroeten
E1097N4042,"10004",BU07580605,Overkroeten
E1098N4042,"10004",BU07580605,Overkroeten
E1099N4042,"10004",BU07580605,Overkroeten
E1100N4042,"10004",BU07580605,Overkroeten
E1101N4042,"10004",BU07580605,Overkroeten
E1102N4042,"10004",BU07580605,Overkroeten
E1103N4042,"10004",BU07580605,Overkroeten
E1104N4042,"10004",BU07580604,Heksenwiel
E1105N4042,"10004",BU07580604,Heksenwiel
E1106N4042,"10004",BU07580604,Heksenwiel
E1107N4042,"10004",BU07580604,Heksenwiel
E1108N4042,"10004",BU07580604,Heksenwiel
E1109N4042,"10004",BU07580609,Hagebeemd
E1110N4042,"10004",BU07580609,Hagebeemd
E1111N4042,"10004",BU07580609,Hagebeemd
E1112N4042,"10004",BU07580609,Hagebeemd
E1113N4042,"10004",BU07580604,Heksenwiel
E1114N4042,"10004",BU07580604,Heksenwiel
E1115N4042,"10004",BU07580604,Heksenwiel
E1116N4042,"10004",BU07580609,Hagebeemd
E1117N4042,"10004",BU07580609,Hagebeemd
E1118N4042,"10004",BU07580609,Hagebeemd
