"Wijken en buurten";"Perioden";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Personen per soort uitkering/Werkloosheidsuitkering (aantal)";"Personen per soort uitkering/Bijstandsuitkering (aantal)";"Personen per soort uitkering/Arbeidsongeschiktheidsuitkering (aantal)";"Personen per soort uitkering/AOW-uitkering (aantal)";"Personen per soort uitkering, relatief/Werkloosheidsuitkering (% van het aantal inwoners vanaf 15 jaar)";"Personen per soort uitkering, relatief/Bijstandsuitkering (% van het aantal inwoners vanaf 15 jaar)";"Personen per soort uitkering, relatief/Arbeidsongeschiktheidsuitkering (% van het aantal inwoners vanaf 15 jaar)";"Personen per soort uitkering, relatief/AOW-uitkering (% van het aantal inwoners vanaf 15 jaar)";"Inwoners/Inwoners vanaf 15 jaar (aantal)";"Inwoners/Inwoners vanaf 15 jr tot AOW-leeftijd (aantal)";"Inwoners/Inwoners vanaf de AOW-leeftijd (aantal)"
"Brabantpark";"2018 december";"Breda                                   ";"Buurt   ";"BU07580200";"       1";"     160";"     400";"     380";"    1560";"       2";"       5";"       4";"      18";"    8800";"    7230";"    1570"
"Sportpark";"2018 december";"Breda                                   ";"Buurt   ";"BU07580201";"       1";"      50";"      10";"      30";"     740";"       2";"       0";"       1";"      25";"    2920";"    2180";"     740"
"Zandberg";"2018 december";"Breda                                   ";"Buurt   ";"BU07580202";"       1";"      80";"      40";"      90";"     590";"       2";"       1";"       2";"      14";"    4220";"    3630";"     590"
"Heusdenhout";"2018 december";"Breda                                   ";"Buurt   ";"BU07580203";"       1";"      80";"     150";"     220";"    1300";"       2";"       3";"       5";"      30";"    4400";"    3100";"    1300"
"Moleneind-Oost";"2018 december";"Breda                                   ";"Buurt   ";"BU07580204";"       1";"       0";"       0";"       0";"      20";"       2";"       0";"       2";"      32";"      60";"      40";"      20"
"Hoogeind";"2018 december";"Breda                                   ";"Buurt   ";"BU07580205";"       1";"       0";"       0";"       0";"      10";"       0";"       0";"       2";"      28";"      50";"      30";"      10"
"Breda Zuid-Oost";"2018 december";"Breda                                   ";"Wijk    ";"WK075803  ";"       1";"     280";"     180";"     520";"    4470";"       2";"       1";"       3";"      28";"   15860";"   11380";"    4480"
"Blauwe Kei";"2018 december";"Breda                                   ";"Buurt   ";"BU07580300";"       1";"      70";"      30";"      80";"     640";"       2";"       1";"       2";"      20";"    3160";"    2520";"     640"
"Ypelaar";"2018 december";"Breda                                   ";"Buurt   ";"BU07580301";"       1";"      90";"     120";"     160";"    1800";"       2";"       2";"       3";"      35";"    5150";"    3350";"    1810"
"Overakker";"2018 december";"Breda                                   ";"Buurt   ";"BU07580302";"       1";"      50";"      20";"      90";"     970";"       2";"       1";"       3";"      35";"    2740";"    1770";"     970"
"Ginneken";"2018 december";"Breda                                   ";"Buurt   ";"BU07580303";"       1";"      70";"      20";"      90";"     960";"       2";"       1";"       2";"      22";"    4310";"    3350";"     970"
"Mastbos";"2018 december";"Breda                                   ";"Buurt   ";"BU07580309";"       1";"      10";"       0";"     110";"     100";"       1";"       0";"      22";"      19";"     490";"     390";"     100"
"Breda Zuid";"2018 december";"Breda                                   ";"Wijk    ";"WK075804  ";"       1";"     110";"      60";"     160";"    2040";"       2";"       1";"       2";"      29";"    6980";"    4930";"    2040"
"Boeimeer";"2018 december";"Breda                                   ";"Buurt   ";"BU07580400";"       1";"      90";"      50";"     130";"    1120";"       2";"       1";"       3";"      23";"    4790";"    3670";"    1120"
"Ruitersbos";"2018 december";"Breda                                   ";"Buurt   ";"BU07580401";"       1";"      20";"      10";"      30";"     920";"       1";"       0";"       1";"      42";"    2190";"    1260";"     920"
"Breda West";"2018 december";"Breda                                   ";"Wijk    ";"WK075805  ";"       1";"     560";"    1170";"    1370";"    4790";"       2";"       4";"       5";"      18";"   27230";"   22420";"    4810"
"Haagpoort";"2018 december";"Breda                                   ";"Buurt   ";"BU07580500";"       1";"      50";"     150";"     120";"     220";"       3";"       9";"       7";"      12";"    1800";"    1580";"     220"
"Heuvel";"2018 december";"Breda                                   ";"Buurt   ";"BU07580501";"       1";"     150";"     440";"     450";"    1010";"       2";"       7";"       7";"      15";"    6540";"    5530";"    1010"
"Tuinzigt";"2018 december";"Breda                                   ";"Buurt   ";"BU07580502";"       1";"     130";"     370";"     340";"     810";"       2";"       6";"       5";"      12";"    6710";"    5900";"     810"
"Princenhage";"2018 december";"Breda                                   ";"Buurt   ";"BU07580503";"       1";"     150";"     160";"     300";"    1790";"       2";"       2";"       4";"      25";"    7200";"    5400";"    1800"
"Westerpark";"2018 december";"Breda                                   ";"Buurt   ";"BU07580504";"       1";"      50";"      50";"      90";"     480";"       2";"       2";"       3";"      17";"    2810";"    2330";"     480"
"Heilaar";"2018 december";"Breda                                   ";"Buurt   ";"BU07580505";"       1";"      10";"       0";"      10";"      60";"       2";"       0";"       2";"      17";"     360";"     300";"      60"
"Hazeldonk";"2018 december";"Breda                                   ";"Buurt   ";"BU07580506";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      40";"      40";"      10"
"Steenakker";"2018 december";"Breda                                   ";"Buurt   ";"BU07580507";"       1";"       0";"       0";"      10";"      50";"       1";"       0";"       1";"      11";"     460";"     410";"      50"
"Effen-Rith";"2018 december";"Breda                                   ";"Buurt   ";"BU07580508";"       1";"      10";"       0";"      40";"     180";"       2";"       0";"       5";"      25";"     710";"     540";"     180"
"Liesbos";"2018 december";"Breda                                   ";"Buurt   ";"BU07580509";"       1";"      20";"       0";"      20";"     190";"       3";"       0";"       3";"      32";"     600";"     410";"     190"
"Breda Noord-West";"2018 december";"Breda                                   ";"Wijk    ";"WK075806  ";"       1";"     510";"     680";"     980";"    2960";"       2";"       3";"       5";"      14";"   21670";"   18700";"    2970"
"Gageldonk";"2018 december";"Breda                                   ";"Buurt   ";"BU07580600";"       1";"     100";"     140";"     210";"     530";"       3";"       4";"       5";"      14";"    3910";"    3370";"     540"
"Kievitsloop";"2018 december";"Breda                                   ";"Buurt   ";"BU07580601";"       1";"     100";"      80";"     140";"     400";"       3";"       2";"       4";"      11";"    3470";"    3070";"     400"
"Kesteren";"2018 december";"Breda                                   ";"Buurt   ";"BU07580602";"       1";"      70";"     180";"     160";"     300";"       2";"       6";"       5";"      10";"    3160";"    2860";"     300"
"Muizenberg";"2018 december";"Breda                                   ";"Buurt   ";"BU07580603";"       1";"      60";"     130";"     120";"     380";"       2";"       5";"       5";"      15";"    2480";"    2100";"     380"
"Heksenwiel";"2018 december";"Breda                                   ";"Buurt   ";"BU07580604";"       1";"      80";"      80";"     170";"     780";"       2";"       2";"       4";"      20";"    3900";"    3120";"     780"
"Overkroeten";"2018 december";"Breda                                   ";"Buurt   ";"BU07580605";"       1";"      60";"      60";"     110";"     360";"       2";"       2";"       4";"      14";"    2690";"    2320";"     370"
"Kroeten";"2018 december";"Breda                                   ";"Buurt   ";"BU07580606";"       1";"      50";"      20";"      60";"     170";"       3";"       1";"       3";"       9";"    1830";"    1660";"     170"
"Emer";"2018 december";"Breda                                   ";"Buurt   ";"BU07580607";"       1";"       0";"       0";"       0";"      10";"       2";"       7";"       2";"      22";"      60";"      50";"      10"
"Hagebeemd";"2018 december";"Breda                                   ";"Buurt   ";"BU07580609";"       1";"       0";"       0";"      20";"      30";"       2";"       0";"      10";"      18";"     180";"     150";"      30"
"Bavel";"2018 december";"Breda                                   ";"Wijk    ";"WK075807  ";"       1";"     120";"      80";"     210";"    1610";"       2";"       1";"       3";"      23";"    6890";"    5280";"    1610"
"Bavel";"2018 december";"Breda                                   ";"Buurt   ";"BU07580700";"       1";"      90";"      60";"     150";"    1120";"       2";"       1";"       3";"      25";"    4540";"    3410";"    1130"
"Nieuw Wolfslaar";"2018 december";"Breda                                   ";"Buurt   ";"BU07580701";"       1";"      30";"       0";"      50";"     400";"       2";"       0";"       3";"      21";"    1880";"    1480";"     400"
"Buitengebied Bavel";"2018 december";"Breda                                   ";"Buurt   ";"BU07580709";"       1";"       0";"      20";"      10";"      80";"       1";"       5";"       2";"      17";"     470";"     390";"      80"
"Ulvenhout";"2018 december";"Breda                                   ";"Wijk    ";"WK075808  ";"       1";"      60";"      40";"     110";"    1330";"       2";"       1";"       3";"      32";"    4140";"    2810";"    1330"
"Ulvenhout";"2018 december";"Breda                                   ";"Buurt   ";"BU07580800";"       1";"      60";"      40";"      90";"    1280";"       2";"       1";"       2";"      33";"    3870";"    2590";"    1280"
"Buitengebied Ulvenhout";"2018 december";"Breda                                   ";"Buurt   ";"BU07580809";"       1";"       0";"       0";"      20";"      50";"       2";"       0";"       6";"      20";"     270";"     220";"      50"
"Prinsenbeek";"2018 december";"Breda                                   ";"Wijk    ";"WK075809  ";"       1";"     150";"      70";"     230";"    2560";"       2";"       1";"       2";"      26";"    9920";"    7360";"    2560"
"Prinsenbeek";"2018 december";"Breda                                   ";"Buurt   ";"BU07580900";"       1";"     140";"      70";"     220";"    2390";"       2";"       1";"       2";"      26";"    9190";"    6790";"    2390"
"Buitengebied Prinsenbeek";"2018 december";"Breda                                   ";"Buurt   ";"BU07580909";"       1";"       0";"       0";"      10";"     170";"       1";"       0";"       2";"      23";"     730";"     570";"     170"
"Teteringen";"2018 december";"Breda                                   ";"Wijk    ";"WK075810  ";"       1";"     120";"      70";"     230";"    1770";"       2";"       1";"       3";"      27";"    6640";"    4870";"    1770"
"Teteringen";"2018 december";"Breda                                   ";"Buurt   ";"BU07581000";"       1";"     120";"      70";"     220";"    1720";"       2";"       1";"       3";"      27";"    6420";"    4690";"    1720"
"Vuchtpolder";"2018 december";"Breda                                   ";"Buurt   ";"BU07581008";"       1";"       0";"       0";"       0";"      20";"       2";"       1";"       5";"      18";"      90";"      70";"      20"
"Buitengebied Teteringen";"2018 december";"Breda                                   ";"Buurt   ";"BU07581009";"       1";"       0";"       0";"       0";"      30";"       1";"       0";"       2";"      23";"     140";"     110";"      30"
