"Wijken en buurten";"Perioden";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Personen per soort uitkering/Werkloosheidsuitkering (aantal)";"Personen per soort uitkering/Bijstandsuitkering (aantal)";"Personen per soort uitkering/Arbeidsongeschiktheidsuitkering (aantal)";"Personen per soort uitkering/AOW-uitkering (aantal)";"Personen per soort uitkering, relatief/Werkloosheidsuitkering (% van het aantal inwoners vanaf 15 jaar)";"Personen per soort uitkering, relatief/Bijstandsuitkering (% van het aantal inwoners vanaf 15 jaar)";"Personen per soort uitkering, relatief/Arbeidsongeschiktheidsuitkering (% van het aantal inwoners vanaf 15 jaar)";"Personen per soort uitkering, relatief/AOW-uitkering (% van het aantal inwoners vanaf 15 jaar)";"Inwoners/Inwoners vanaf 15 jaar (aantal)";"Inwoners/Inwoners vanaf 15 jr tot AOW-leeftijd (aantal)";"Inwoners/Inwoners vanaf de AOW-leeftijd (aantal)"
"Westerpark";"2017 december";"Breda                                   ";"Buurt   ";"BU07580504";"       1";"      70";"      60";"      90";"     480";"       3";"       2";"       3";"      17";"    2810";"    2330";"     480"
"Heilaar";"2017 december";"Breda                                   ";"Buurt   ";"BU07580505";"       1";"      10";"       0";"      10";"      60";"       3";"       1";"       3";"      20";"     320";"     260";"      60"
"Hazeldonk";"2017 december";"Breda                                   ";"Buurt   ";"BU07580506";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      40";"      30";"      10"
"Steenakker";"2017 december";"Breda                                   ";"Buurt   ";"BU07580507";"       1";"      10";"       0";"       0";"      50";"       2";"       0";"       1";"      11";"     440";"     390";"      50"
"Effen-Rith";"2017 december";"Breda                                   ";"Buurt   ";"BU07580508";"       1";"      10";"       0";"      40";"     180";"       2";"       0";"       6";"      25";"     710";"     530";"     180"
"Liesbos";"2017 december";"Breda                                   ";"Buurt   ";"BU07580509";"       1";"      20";"       0";"      20";"     190";"       3";"       0";"       3";"      32";"     590";"     400";"     190"
"Breda Noord-West";"2017 december";"Breda                                   ";"Wijk    ";"WK075806  ";"       1";"     590";"     740";"    1000";"    2860";"       3";"       3";"       5";"      13";"   21790";"   18920";"    2870"
"Gageldonk";"2017 december";"Breda                                   ";"Buurt   ";"BU07580600";"       1";"     120";"     160";"     220";"     530";"       3";"       4";"       5";"      13";"    3950";"    3420";"     530"
"Kievitsloop";"2017 december";"Breda                                   ";"Buurt   ";"BU07580601";"       1";"      90";"      80";"     140";"     380";"       3";"       2";"       4";"      11";"    3490";"    3110";"     380"
"Kesteren";"2017 december";"Breda                                   ";"Buurt   ";"BU07580602";"       1";"     100";"     210";"     170";"     290";"       3";"       7";"       5";"       9";"    3180";"    2900";"     290"
"Muizenberg";"2017 december";"Breda                                   ";"Buurt   ";"BU07580603";"       1";"      70";"     130";"     130";"     360";"       3";"       5";"       5";"      14";"    2520";"    2160";"     360"
"Heksenwiel";"2017 december";"Breda                                   ";"Buurt   ";"BU07580604";"       1";"      90";"      80";"     160";"     760";"       2";"       2";"       4";"      20";"    3900";"    3140";"     760"
"Overkroeten";"2017 december";"Breda                                   ";"Buurt   ";"BU07580605";"       1";"      50";"      60";"     110";"     350";"       2";"       2";"       4";"      13";"    2690";"    2340";"     350"
"Kroeten";"2017 december";"Breda                                   ";"Buurt   ";"BU07580606";"       1";"      50";"      20";"      50";"     150";"       3";"       1";"       3";"       9";"    1820";"    1670";"     150"
"Emer";"2017 december";"Breda                                   ";"Buurt   ";"BU07580607";"       1";"       0";"       0";"       0";"      20";"       3";"       6";"       2";"      28";"      60";"      50";"      20"
"Hagebeemd";"2017 december";"Breda                                   ";"Buurt   ";"BU07580609";"       1";"       0";"       0";"      20";"      30";"       1";"       0";"      10";"      18";"     180";"     150";"      30"
"Bavel";"2017 december";"Breda                                   ";"Wijk    ";"WK075807  ";"       1";"     130";"      90";"     230";"    1560";"       2";"       1";"       3";"      23";"    6820";"    5260";"    1560"
"Bavel";"2017 december";"Breda                                   ";"Buurt   ";"BU07580700";"       1";"      90";"      70";"     160";"    1100";"       2";"       2";"       4";"      24";"    4550";"    3440";"    1100"
"Nieuw Wolfslaar";"2017 december";"Breda                                   ";"Buurt   ";"BU07580701";"       1";"      30";"       0";"      60";"     380";"       2";"       0";"       3";"      21";"    1820";"    1440";"     380"
"Buitengebied Bavel";"2017 december";"Breda                                   ";"Buurt   ";"BU07580709";"       1";"      10";"      20";"      10";"      80";"       2";"       5";"       2";"      17";"     460";"     380";"      80"
"Ulvenhout";"2017 december";"Breda                                   ";"Wijk    ";"WK075808  ";"       1";"      70";"      40";"     100";"    1320";"       2";"       1";"       3";"      33";"    4060";"    2730";"    1330"
"Ulvenhout";"2017 december";"Breda                                   ";"Buurt   ";"BU07580800";"       1";"      60";"      40";"      90";"    1270";"       2";"       1";"       2";"      33";"    3810";"    2540";"    1270"
"Buitengebied Ulvenhout";"2017 december";"Breda                                   ";"Buurt   ";"BU07580809";"       1";"      10";"       0";"      20";"      50";"       2";"       0";"       7";"      21";"     250";"     200";"      50"
"Prinsenbeek";"2017 december";"Breda                                   ";"Wijk    ";"WK075809  ";"       1";"     210";"      70";"     240";"    2550";"       2";"       1";"       2";"      26";"    9810";"    7250";"    2550"
"Prinsenbeek";"2017 december";"Breda                                   ";"Buurt   ";"BU07580900";"       1";"     200";"      70";"     220";"    2380";"       2";"       1";"       3";"      26";"    9080";"    6700";"    2380"
"Buitengebied Prinsenbeek";"2017 december";"Breda                                   ";"Buurt   ";"BU07580909";"       1";"      10";"       0";"      10";"     170";"       1";"       0";"       2";"      24";"     720";"     550";"     170"
"Teteringen";"2017 december";"Breda                                   ";"Wijk    ";"WK075810  ";"       1";"     150";"      60";"     220";"    1740";"       2";"       1";"       4";"      27";"    6380";"    4630";"    1740"
"Teteringen";"2017 december";"Breda                                   ";"Buurt   ";"BU07581000";"       1";"     150";"      60";"     220";"    1700";"       2";"       1";"       4";"      28";"    6140";"    4440";"    1700"
"Vuchtpolder";"2017 december";"Breda                                   ";"Buurt   ";"BU07581008";"       1";"       0";"       0";"       0";"      20";"       0";"       1";"       4";"      20";"      90";"      80";"      20"
"Buitengebied Teteringen";"2017 december";"Breda                                   ";"Buurt   ";"BU07581009";"       1";"       0";"       0";"       0";"      30";"       1";"       0";"       1";"      20";"     140";"     110";"      30"
