"Wijken en buurten";"Perioden";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Personen per soort uitkering/Werkloosheidsuitkering (aantal)";"Personen per soort uitkering/Bijstandsuitkering (aantal)";"Personen per soort uitkering/Arbeidsongeschiktheidsuitkering (aantal)";"Personen per soort uitkering/AOW-uitkering (aantal)";"Personen per soort uitkering, relatief/Werkloosheidsuitkering (% van het aantal inwoners vanaf 15 jaar)";"Personen per soort uitkering, relatief/Bijstandsuitkering (% van het aantal inwoners vanaf 15 jaar)";"Personen per soort uitkering, relatief/Arbeidsongeschiktheidsuitkering (% van het aantal inwoners vanaf 15 jaar)";"Personen per soort uitkering, relatief/AOW-uitkering (% van het aantal inwoners vanaf 15 jaar)";"Inwoners/Inwoners vanaf 15 jaar (aantal)";"Inwoners/Inwoners vanaf 15 jr tot AOW-leeftijd (aantal)";"Inwoners/Inwoners vanaf de AOW-leeftijd (aantal)"
"Ginneken";"2020 december";"Breda                                   ";"Buurt   ";"BU07580303";"       1";"      90";"      20";"     100";"    1020";"       2";"       0";"       2";"      23";"    4440";"    3420";"    1020"
"Mastbos";"2020 december";"Breda                                   ";"Buurt   ";"BU07580309";"       1";"      10";"       0";"     100";"     100";"       1";"       0";"      15";"      16";"     650";"     540";"     100"
"Breda zuid";"2020 december";"Breda                                   ";"Wijk    ";"WK075804  ";"       1";"     130";"      50";"     170";"    2040";"       2";"       1";"       2";"      29";"    6930";"    4890";"    2040"
"Boeimeer";"2020 december";"Breda                                   ";"Buurt   ";"BU07580400";"       1";"     100";"      50";"     140";"    1140";"       2";"       1";"       3";"      24";"    4760";"    3610";"    1140"
"Ruitersbos";"2020 december";"Breda                                   ";"Buurt   ";"BU07580401";"       1";"      30";"      10";"      30";"     900";"       1";"       0";"       1";"      41";"    2170";"    1270";"     900"
"Breda west";"2020 december";"Breda                                   ";"Wijk    ";"WK075805  ";"       1";"     620";"    1110";"    1380";"    4800";"       2";"       4";"       5";"      18";"   27230";"   22420";"    4810"
"Haagpoort";"2020 december";"Breda                                   ";"Buurt   ";"BU07580500";"       1";"      50";"     140";"     120";"     230";"       3";"       8";"       7";"      13";"    1800";"    1570";"     230"
"Heuvel";"2020 december";"Breda                                   ";"Buurt   ";"BU07580501";"       1";"     170";"     400";"     450";"    1000";"       3";"       6";"       7";"      16";"    6320";"    5320";"    1010"
"Tuinzigt";"2020 december";"Breda                                   ";"Buurt   ";"BU07580502";"       1";"     170";"     370";"     360";"     790";"       3";"       5";"       5";"      12";"    6760";"    5980";"     790"
"Princenhage";"2020 december";"Breda                                   ";"Buurt   ";"BU07580503";"       1";"     130";"     160";"     290";"    1790";"       2";"       2";"       4";"      25";"    7240";"    5450";"    1800"
"Westerpark";"2020 december";"Breda                                   ";"Buurt   ";"BU07580504";"       1";"      70";"      50";"      90";"     490";"       2";"       2";"       3";"      17";"    2840";"    2350";"     490"
"Heilaar";"2020 december";"Breda                                   ";"Buurt   ";"BU07580505";"       1";"      10";"       0";"      10";"      70";"       2";"       0";"       2";"      17";"     400";"     330";"      70"
"Hazeldonk";"2020 december";"Breda                                   ";"Buurt   ";"BU07580506";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      50";"      40";"      10"
"Steenakker";"2020 december";"Breda                                   ";"Buurt   ";"BU07580507";"       1";"      10";"       0";"       0";"      50";"       2";"       0";"       0";"      11";"     450";"     400";"      50"
"Effen-Rith";"2020 december";"Breda                                   ";"Buurt   ";"BU07580508";"       1";"      10";"       0";"      40";"     180";"       2";"       0";"       5";"      24";"     750";"     570";"     180"
"Liesbos";"2020 december";"Breda                                   ";"Buurt   ";"BU07580509";"       1";"      10";"       0";"      20";"     200";"       1";"       0";"       2";"      32";"     630";"     430";"     200"
"Breda noord-west";"2020 december";"Breda                                   ";"Wijk    ";"WK075806  ";"       1";"     480";"     630";"     970";"    3280";"       2";"       3";"       5";"      15";"   21420";"   18130";"    3290"
"Gageldonk";"2020 december";"Breda                                   ";"Buurt   ";"BU07580600";"       1";"      80";"     120";"     210";"     610";"       2";"       3";"       6";"      16";"    3850";"    3250";"     610"
"Kievitsloop";"2020 december";"Breda                                   ";"Buurt   ";"BU07580601";"       1";"      90";"      80";"     140";"     470";"       3";"       2";"       4";"      14";"    3450";"    2980";"     470"
"Kesteren";"2020 december";"Breda                                   ";"Buurt   ";"BU07580602";"       1";"      80";"     160";"     150";"     340";"       3";"       5";"       5";"      11";"    3110";"    2760";"     350"
"Muizenberg";"2020 december";"Breda                                   ";"Buurt   ";"BU07580603";"       1";"      60";"     110";"     120";"     430";"       2";"       5";"       5";"      18";"    2460";"    2030";"     440"
"Heksenwiel";"2020 december";"Breda                                   ";"Buurt   ";"BU07580604";"       1";"      70";"      80";"     160";"     830";"       2";"       2";"       4";"      22";"    3840";"    3010";"     830"
"Overkroeten";"2020 december";"Breda                                   ";"Buurt   ";"BU07580605";"       1";"      60";"      70";"     120";"     380";"       2";"       3";"       4";"      14";"    2630";"    2250";"     380"
"Kroeten";"2020 december";"Breda                                   ";"Buurt   ";"BU07580606";"       1";"      40";"      20";"      60";"     180";"       2";"       1";"       3";"      10";"    1840";"    1660";"     180"
"Emer";"2020 december";"Breda                                   ";"Buurt   ";"BU07580607";"       1";"       0";"       0";"       0";"      10";"       0";"       5";"       2";"      19";"      60";"      50";"      10"
"Hagebeemd";"2020 december";"Breda                                   ";"Buurt   ";"BU07580609";"       1";"       0";"       0";"      10";"      40";"       1";"       1";"       8";"      20";"     180";"     140";"      40"
"Bavel";"2020 december";"Breda                                   ";"Wijk    ";"WK075807  ";"       1";"     100";"      80";"     220";"    1630";"       2";"       1";"       3";"      24";"    6920";"    5290";"    1630"
"Bavel";"2020 december";"Breda                                   ";"Buurt   ";"BU07580700";"       1";"      70";"      60";"     160";"    1140";"       2";"       1";"       4";"      25";"    4520";"    3370";"    1150"
"Nieuw Wolfslaar";"2020 december";"Breda                                   ";"Buurt   ";"BU07580701";"       1";"      30";"       0";"      50";"     410";"       1";"       0";"       3";"      21";"    1910";"    1500";"     410"
"Buitengebied Bavel";"2020 december";"Breda                                   ";"Buurt   ";"BU07580709";"       1";"      10";"      20";"      10";"      80";"       1";"       3";"       2";"      16";"     500";"     420";"      80"
"Ulvenhout";"2020 december";"Breda                                   ";"Wijk    ";"WK075808  ";"       1";"      60";"      40";"     100";"    1270";"       1";"       1";"       3";"      31";"    4150";"    2870";"    1280"
"Ulvenhout";"2020 december";"Breda                                   ";"Buurt   ";"BU07580800";"       1";"      50";"      40";"      90";"    1220";"       1";"       1";"       2";"      31";"    3920";"    2690";"    1220"
"Buitengebied Ulvenhout";"2020 december";"Breda                                   ";"Buurt   ";"BU07580809";"       1";"       0";"       0";"      20";"      50";"       2";"       0";"       7";"      22";"     230";"     180";"      50"
"Prinsenbeek";"2020 december";"Breda                                   ";"Wijk    ";"WK075809  ";"       1";"     150";"      80";"     260";"    2600";"       1";"       1";"       3";"      25";"   10210";"    7610";"    2600"
"Prinsenbeek";"2020 december";"Breda                                   ";"Buurt   ";"BU07580900";"       1";"     140";"      80";"     240";"    2440";"       2";"       1";"       3";"      26";"    9470";"    7030";"    2440"
"Buitengebied Prinsenbeek";"2020 december";"Breda                                   ";"Buurt   ";"BU07580909";"       1";"      10";"       0";"      10";"     160";"       1";"       0";"       2";"      22";"     730";"     570";"     160"
"Teteringen";"2020 december";"Breda                                   ";"Wijk    ";"WK075810  ";"       3";"     110";"      60";"     230";"    1800";"       2";"       1";"       3";"      26";"    6920";"    5110";"    1810"
"Teteringen";"2020 december";"Breda                                   ";"Buurt   ";"BU07581000";"       3";"     110";"      60";"     220";"    1750";"       2";"       1";"       3";"      26";"    6690";"    4940";"    1760"
"Vuchtpolder";"2020 december";"Breda                                   ";"Buurt   ";"BU07581008";"       1";"       0";"       0";"       0";"      20";"       2";"       1";"       3";"      20";"      90";"      70";"      20"
"Buitengebied Teteringen";"2020 december";"Breda                                   ";"Buurt   ";"BU07581009";"       1";"       0";"       0";"       0";"      30";"       0";"       0";"       2";"      25";"     130";"     100";"      30"
