"Wijken en buurten";"Perioden";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Personen per soort uitkering/Werkloosheidsuitkering (aantal)";"Personen per soort uitkering/Bijstandsuitkering (aantal)";"Personen per soort uitkering/Arbeidsongeschiktheidsuitkering (aantal)";"Personen per soort uitkering/AOW-uitkering (aantal)";"Personen per soort uitkering, relatief/Werkloosheidsuitkering (% van het aantal inwoners vanaf 15 jaar)";"Personen per soort uitkering, relatief/Bijstandsuitkering (% van het aantal inwoners vanaf 15 jaar)";"Personen per soort uitkering, relatief/Arbeidsongeschiktheidsuitkering (% van het aantal inwoners vanaf 15 jaar)";"Personen per soort uitkering, relatief/AOW-uitkering (% van het aantal inwoners vanaf 15 jaar)";"Inwoners/Inwoners vanaf 15 jaar (aantal)";"Inwoners/Inwoners vanaf 15 jr tot AOW-leeftijd (aantal)";"Inwoners/Inwoners vanaf de AOW-leeftijd (aantal)"
"Blauwe Kei";"2016 december";"Breda                                   ";"Buurt   ";"BU07580300";"       1";"      70";"      30";"      90";"     630";"       2";"       1";"       3";"      20";"    3180";"    2550";"     640"
"Ypelaar";"2016 december";"Breda                                   ";"Buurt   ";"BU07580301";"       1";"     130";"     120";"     170";"    1750";"       3";"       2";"       3";"      35";"    4960";"    3210";"    1750"
"Overakker";"2016 december";"Breda                                   ";"Buurt   ";"BU07580302";"       1";"      60";"      20";"      60";"     970";"       2";"       1";"       2";"      36";"    2690";"    1720";"     970"
"Ginneken";"2016 december";"Breda                                   ";"Buurt   ";"BU07580303";"       1";"      90";"      30";"     100";"     960";"       2";"       1";"       2";"      22";"    4310";"    3350";"     960"
"Mastbos";"2016 december";"Breda                                   ";"Buurt   ";"BU07580309";"       1";"       0";"       0";"     100";"     110";"       1";"       0";"      21";"      22";"     480";"     380";"     110"
"Breda Zuid";"2016 december";"Breda                                   ";"Wijk    ";"WK075804  ";"       1";"     120";"      60";"     180";"    2020";"       2";"       1";"       3";"      29";"    6910";"    4890";"    2030"
"Boeimeer";"2016 december";"Breda                                   ";"Buurt   ";"BU07580400";"       1";"     100";"      50";"     150";"    1120";"       2";"       1";"       3";"      24";"    4770";"    3650";"    1130"
"Ruitersbos";"2016 december";"Breda                                   ";"Buurt   ";"BU07580401";"       1";"      30";"      10";"      30";"     900";"       1";"       0";"       1";"      42";"    2140";"    1240";"     900"
"Breda West";"2016 december";"Breda                                   ";"Wijk    ";"WK075805  ";"       1";"     770";"    1210";"    1410";"    4710";"       3";"       5";"       5";"      18";"   26700";"   21980";"    4720"
"Haagpoort";"2016 december";"Breda                                   ";"Buurt   ";"BU07580500";"       1";"      50";"     160";"     130";"     220";"       3";"       9";"       7";"      12";"    1810";"    1600";"     220"
"Heuvel";"2016 december";"Breda                                   ";"Buurt   ";"BU07580501";"       1";"     200";"     490";"     470";"     990";"       3";"       7";"       7";"      15";"    6780";"    5800";"     990"
"Tuinzigt";"2016 december";"Breda                                   ";"Buurt   ";"BU07580502";"       1";"     190";"     350";"     360";"     830";"       3";"       5";"       6";"      13";"    6460";"    5630";"     830"
"Princenhage";"2016 december";"Breda                                   ";"Buurt   ";"BU07580503";"       1";"     180";"     160";"     290";"    1730";"       3";"       2";"       4";"      25";"    7030";"    5290";"    1730"
"Westerpark";"2016 december";"Breda                                   ";"Buurt   ";"BU07580504";"       1";"      90";"      50";"     100";"     460";"       3";"       2";"       4";"      17";"    2780";"    2320";"     460"
"Heilaar";"2016 december";"Breda                                   ";"Buurt   ";"BU07580505";"       1";"      10";"       0";"       0";"      60";"       4";"       0";"       1";"      21";"     300";"     240";"      60"
"Hazeldonk";"2016 december";"Breda                                   ";"Buurt   ";"BU07580506";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      40";"      30";"      10"
"Steenakker";"2016 december";"Breda                                   ";"Buurt   ";"BU07580507";"       1";"      10";"       0";"       0";"      50";"       3";"       0";"       1";"      21";"     220";"     180";"      50"
"Effen-Rith";"2016 december";"Breda                                   ";"Buurt   ";"BU07580508";"       1";"      20";"       0";"      40";"     190";"       2";"       0";"       5";"      27";"     700";"     510";"     190"
"Liesbos";"2016 december";"Breda                                   ";"Buurt   ";"BU07580509";"       1";"      20";"       0";"      20";"     190";"       3";"       0";"       3";"      32";"     590";"     400";"     190"
"Breda Noord-West";"2016 december";"Breda                                   ";"Wijk    ";"WK075806  ";"       1";"     760";"     740";"    1000";"    2780";"       4";"       3";"       5";"      13";"   21850";"   19070";"    2780"
"Gageldonk";"2016 december";"Breda                                   ";"Buurt   ";"BU07580600";"       1";"     150";"     160";"     220";"     500";"       4";"       4";"       6";"      13";"    3980";"    3480";"     500"
"Kievitsloop";"2016 december";"Breda                                   ";"Buurt   ";"BU07580601";"       1";"     150";"      80";"     150";"     350";"       4";"       2";"       4";"      10";"    3530";"    3180";"     350"
"Kesteren";"2016 december";"Breda                                   ";"Buurt   ";"BU07580602";"       1";"     130";"     190";"     170";"     280";"       4";"       6";"       5";"       9";"    3130";"    2850";"     280"
"Muizenberg";"2016 december";"Breda                                   ";"Buurt   ";"BU07580603";"       1";"      80";"     120";"     130";"     350";"       3";"       5";"       5";"      14";"    2520";"    2170";"     350"
"Heksenwiel";"2016 december";"Breda                                   ";"Buurt   ";"BU07580604";"       1";"     100";"      90";"     160";"     760";"       3";"       2";"       4";"      19";"    3910";"    3150";"     760"
"Overkroeten";"2016 december";"Breda                                   ";"Buurt   ";"BU07580605";"       1";"      80";"      70";"     100";"     360";"       3";"       3";"       4";"      13";"    2740";"    2380";"     360"
"Kroeten";"2016 december";"Breda                                   ";"Buurt   ";"BU07580606";"       1";"      70";"      20";"      40";"     150";"       4";"       1";"       2";"       8";"    1800";"    1650";"     150"
"Emer";"2016 december";"Breda                                   ";"Buurt   ";"BU07580607";"       1";"       0";"       0";"       0";"      20";"       2";"       7";"       2";"      32";"      60";"      40";"      20"
"Hagebeemd";"2016 december";"Breda                                   ";"Buurt   ";"BU07580609";"       1";"       0";"       0";"      20";"      30";"       2";"       0";"      12";"      17";"     180";"     150";"      30"
"Bavel";"2016 december";"Breda                                   ";"Wijk    ";"WK075807  ";"       1";"     150";"      70";"     230";"    1520";"       2";"       1";"       3";"      23";"    6710";"    5190";"    1520"
"Bavel";"2016 december";"Breda                                   ";"Buurt   ";"BU07580700";"       1";"     110";"      60";"     170";"    1070";"       2";"       1";"       4";"      24";"    4480";"    3410";"    1070"
"Nieuw Wolfslaar";"2016 december";"Breda                                   ";"Buurt   ";"BU07580701";"       1";"      40";"       0";"      50";"     370";"       2";"       0";"       3";"      21";"    1800";"    1430";"     370"
"Buitengebied Bavel";"2016 december";"Breda                                   ";"Buurt   ";"BU07580709";"       1";"      10";"       0";"      10";"      80";"       1";"       0";"       2";"      18";"     430";"     350";"      80"
"Ulvenhout";"2016 december";"Breda                                   ";"Wijk    ";"WK075808  ";"       1";"      60";"      40";"     100";"    1330";"       2";"       1";"       3";"      34";"    3960";"    2630";"    1330"
"Ulvenhout";"2016 december";"Breda                                   ";"Buurt   ";"BU07580800";"       1";"      60";"      40";"      80";"    1270";"       2";"       1";"       2";"      34";"    3720";"    2450";"    1270"
"Buitengebied Ulvenhout";"2016 december";"Breda                                   ";"Buurt   ";"BU07580809";"       1";"       0";"       0";"      10";"      60";"       1";"       0";"       6";"      24";"     240";"     180";"      60"
"Prinsenbeek";"2016 december";"Breda                                   ";"Wijk    ";"WK075809  ";"       1";"     210";"      70";"     240";"    2540";"       2";"       1";"       3";"      26";"    9680";"    7140";"    2550"
"Prinsenbeek";"2016 december";"Breda                                   ";"Buurt   ";"BU07580900";"       1";"     200";"      70";"     230";"    2370";"       2";"       1";"       3";"      26";"    8970";"    6600";"    2370"
"Buitengebied Prinsenbeek";"2016 december";"Breda                                   ";"Buurt   ";"BU07580909";"       1";"      10";"       0";"      10";"     180";"       1";"       0";"       2";"      25";"     710";"     540";"     180"
"Teteringen";"2016 december";"Breda                                   ";"Wijk    ";"WK075810  ";"       1";"     140";"      60";"     220";"    1740";"       2";"       1";"       4";"      27";"    6340";"    4600";"    1740"
"Teteringen";"2016 december";"Breda                                   ";"Buurt   ";"BU07581000";"       1";"     140";"      60";"     210";"    1690";"       2";"       1";"       4";"      28";"    6100";"    4410";"    1690"
"Vuchtpolder";"2016 december";"Breda                                   ";"Buurt   ";"BU07581008";"       1";"       0";"       0";"       0";"      20";"       2";"       1";"       4";"      21";"      90";"      70";"      20"
"Buitengebied Teteringen";"2016 december";"Breda                                   ";"Buurt   ";"BU07581009";"       1";"       0";"       0";"       0";"      30";"       1";"       0";"       1";"      20";"     160";"     130";"      30"
