"Perioden";"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Personen per soort uitkering/Werkloosheidsuitkering (aantal)";"Personen per soort uitkering/Bijstandsuitkering (aantal)";"Personen per soort uitkering/Arbeidsongeschiktheidsuitkering (aantal)";"Personen per soort uitkering/AOW-uitkering (aantal)";"Personen per soort uitkering, relatief/Werkloosheidsuitkering (% van het aantal inwoners vanaf 15 jaar)";"Personen per soort uitkering, relatief/Bijstandsuitkering (% van het aantal inwoners vanaf 15 jaar)";"Personen per soort uitkering, relatief/Arbeidsongeschiktheidsuitkering (% van het aantal inwoners vanaf 15 jaar)";"Personen per soort uitkering, relatief/AOW-uitkering (% van het aantal inwoners vanaf 15 jaar)";"Inwoners/Inwoners vanaf 15 jaar (aantal)";"Inwoners/Inwoners vanaf 15 jr tot AOW-leeftijd (aantal)";"Inwoners/Inwoners vanaf de AOW-leeftijd (aantal)"
"2013 september";"Waterwijk";"Almere                                  ";"Buurt   ";"BU00340206";"       1";"     250";"     170";"     470";"     680";"       4";"       3";"       7";"      11";"    6420";"    5730";"     680"
"2013 december";"Waterwijk";"Almere                                  ";"Buurt   ";"BU00340206";"       1";"     270";"     190";"     460";"     710";"       4";"       3";"       7";"      11";"    6390";"    5680";"     710"
"2013 maart";"Staatsliedenwijk";"Almere                                  ";"Buurt   ";"BU00340209";"       1";"      90";"     270";"     160";"     100";"       4";"      14";"       8";"       5";"    1980";"    1880";"     100"
"2013 juni";"Staatsliedenwijk";"Almere                                  ";"Buurt   ";"BU00340209";"       1";"      90";"     260";"     160";"      90";"       5";"      13";"       8";"       5";"    1960";"    1870";"     100"
"2013 september";"Staatsliedenwijk";"Almere                                  ";"Buurt   ";"BU00340209";"       1";"     100";"     260";"     160";"     100";"       5";"      13";"       8";"       5";"    1950";"    1850";"     110"
"2013 december";"Staatsliedenwijk";"Almere                                  ";"Buurt   ";"BU00340209";"       1";"     100";"     260";"     160";"     110";"       5";"      14";"       8";"       6";"    1910";"    1800";"     110"
"2013 maart";"Kruidenwijk";"Almere                                  ";"Buurt   ";"BU00340210";"       3";"     260";"     300";"     470";"     710";"       4";"       5";"       7";"      11";"    6710";"    6000";"     710"
"2013 juni";"Kruidenwijk";"Almere                                  ";"Buurt   ";"BU00340210";"       3";"     290";"     290";"     470";"     720";"       4";"       4";"       7";"      11";"    6710";"    5990";"     720"
"2013 september";"Kruidenwijk";"Almere                                  ";"Buurt   ";"BU00340210";"       3";"     300";"     290";"     470";"     730";"       4";"       4";"       7";"      11";"    6710";"    5970";"     740"
"2013 december";"Kruidenwijk";"Almere                                  ";"Buurt   ";"BU00340210";"       3";"     300";"     290";"     460";"     740";"       5";"       4";"       7";"      11";"    6690";"    5950";"     740"
"2013 maart";"Stedenwijk";"Almere                                  ";"Buurt   ";"BU00340211";"       1";"     340";"     530";"     660";"    1130";"       4";"       7";"       8";"      14";"    8130";"    6990";"    1140"
"2013 juni";"Stedenwijk";"Almere                                  ";"Buurt   ";"BU00340211";"       1";"     340";"     550";"     660";"    1150";"       4";"       7";"       8";"      14";"    8170";"    7020";"    1160"
"2013 september";"Stedenwijk";"Almere                                  ";"Buurt   ";"BU00340211";"       1";"     360";"     540";"     660";"    1150";"       4";"       7";"       8";"      14";"    8160";"    7000";"    1160"
"2013 december";"Stedenwijk";"Almere                                  ";"Buurt   ";"BU00340211";"       1";"     350";"     570";"     650";"    1170";"       4";"       7";"       8";"      15";"    8120";"    6950";"    1180"
"2013 maart";"Literatuurwijk";"Almere                                  ";"Buurt   ";"BU00340214";"       1";"     260";"     180";"     360";"     630";"       4";"       3";"       5";"       9";"    7420";"    6790";"     640"
"2013 juni";"Literatuurwijk";"Almere                                  ";"Buurt   ";"BU00340214";"       1";"     270";"     190";"     370";"     650";"       4";"       3";"       5";"       9";"    7480";"    6830";"     650"
"2013 september";"Literatuurwijk";"Almere                                  ";"Buurt   ";"BU00340214";"       1";"     270";"     190";"     360";"     660";"       4";"       3";"       5";"       9";"    7470";"    6800";"     670"
"2013 december";"Literatuurwijk";"Almere                                  ";"Buurt   ";"BU00340214";"       1";"     280";"     190";"     380";"     670";"       4";"       3";"       5";"       9";"    7510";"    6840";"     680"
"2013 maart";"Noorderplassen";"Almere                                  ";"Buurt   ";"BU00340215";"       3";"     130";"      30";"     190";"     280";"       3";"       1";"       4";"       6";"    4610";"    4330";"     280"
"2013 juni";"Noorderplassen";"Almere                                  ";"Buurt   ";"BU00340215";"       3";"     140";"      30";"     190";"     280";"       3";"       1";"       4";"       6";"    4640";"    4360";"     290"
"2013 september";"Noorderplassen";"Almere                                  ";"Buurt   ";"BU00340215";"       3";"     150";"      30";"     190";"     300";"       3";"       1";"       4";"       6";"    4700";"    4390";"     300"
"2013 december";"Noorderplassen";"Almere                                  ";"Buurt   ";"BU00340215";"       3";"     150";"      30";"     190";"     320";"       3";"       1";"       4";"       7";"    4760";"    4450";"     320"
"2013 maart";"Tussen de Vaarten";"Almere                                  ";"Buurt   ";"BU00340220";"       3";"     420";"     400";"     690";"    1050";"       3";"       3";"       6";"       9";"   12370";"   11300";"    1070"
"2013 juni";"Tussen de Vaarten";"Almere                                  ";"Buurt   ";"BU00340220";"       3";"     450";"     400";"     690";"    1050";"       4";"       3";"       6";"       8";"   12370";"   11310";"    1060"
"2013 september";"Tussen de Vaarten";"Almere                                  ";"Buurt   ";"BU00340220";"       3";"     490";"     380";"     690";"    1060";"       4";"       3";"       6";"       9";"   12420";"   11340";"    1080"
"2013 december";"Tussen de Vaarten";"Almere                                  ";"Buurt   ";"BU00340220";"       3";"     540";"     420";"     680";"    1080";"       4";"       3";"       6";"       9";"   12420";"   11320";"    1090"
"2013 maart";"Muziekwijk";"Almere                                  ";"Buurt   ";"BU00340221";"       3";"     460";"     370";"     840";"    1900";"       3";"       3";"       6";"      13";"   14730";"   12820";"    1910"
"2013 juni";"Muziekwijk";"Almere                                  ";"Buurt   ";"BU00340221";"       3";"     490";"     370";"     830";"    1930";"       3";"       3";"       6";"      13";"   14730";"   12790";"    1940"
"2013 september";"Muziekwijk";"Almere                                  ";"Buurt   ";"BU00340221";"       3";"     470";"     370";"     820";"    1960";"       3";"       3";"       6";"      13";"   14750";"   12780";"    1970"
"2013 december";"Muziekwijk";"Almere                                  ";"Buurt   ";"BU00340221";"       3";"     550";"     380";"     830";"    2000";"       4";"       3";"       6";"      14";"   14720";"   12730";"    2000"
"2013 maart";"Randstad";"Almere                                  ";"Buurt   ";"BU00340271";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"      10";"       0"
"2013 juni";"Randstad";"Almere                                  ";"Buurt   ";"BU00340271";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"      10";"       0"
"2013 september";"Randstad";"Almere                                  ";"Buurt   ";"BU00340271";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"      10";"       0"
"2013 december";"Randstad";"Almere                                  ";"Buurt   ";"BU00340271";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"      10";"       0"
"2013 maart";"Markerkant";"Almere                                  ";"Buurt   ";"BU00340272";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"      10";"       0"
"2013 juni";"Markerkant";"Almere                                  ";"Buurt   ";"BU00340272";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"      10";"       0"
"2013 september";"Markerkant";"Almere                                  ";"Buurt   ";"BU00340272";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"      10";"       0"
"2013 december";"Markerkant";"Almere                                  ";"Buurt   ";"BU00340272";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"       0";"       0"
"2013 maart";"Hollandsekant";"Almere                                  ";"Buurt   ";"BU00340273";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 juni";"Hollandsekant";"Almere                                  ";"Buurt   ";"BU00340273";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 september";"Hollandsekant";"Almere                                  ";"Buurt   ";"BU00340273";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 december";"Hollandsekant";"Almere                                  ";"Buurt   ";"BU00340273";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 maart";"Gooisekant";"Almere                                  ";"Buurt   ";"BU00340274";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 juni";"Gooisekant";"Almere                                  ";"Buurt   ";"BU00340274";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 september";"Gooisekant";"Almere                                  ";"Buurt   ";"BU00340274";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"      10";"       0"
"2013 december";"Gooisekant";"Almere                                  ";"Buurt   ";"BU00340274";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 maart";"Veluwsekant";"Almere                                  ";"Buurt   ";"BU00340275";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 juni";"Veluwsekant";"Almere                                  ";"Buurt   ";"BU00340275";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 september";"Veluwsekant";"Almere                                  ";"Buurt   ";"BU00340275";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 december";"Veluwsekant";"Almere                                  ";"Buurt   ";"BU00340275";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 maart";"Sallandsekant";"Almere                                  ";"Buurt   ";"BU00340276";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 juni";"Sallandsekant";"Almere                                  ";"Buurt   ";"BU00340276";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 september";"Sallandsekant";"Almere                                  ";"Buurt   ";"BU00340276";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 december";"Sallandsekant";"Almere                                  ";"Buurt   ";"BU00340276";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0"
"2013 maart";"Verspreide huizen Almere-Stad";"Almere                                  ";"Buurt   ";"BU00340299";"       3";"       0";"       0";"      10";"       0";"       0";"       4";"      14";"       2";"      50";"      50";"       0"
"2013 juni";"Verspreide huizen Almere-Stad";"Almere                                  ";"Buurt   ";"BU00340299";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      50";"      40";"       0"
"2013 september";"Verspreide huizen Almere-Stad";"Almere                                  ";"Buurt   ";"BU00340299";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      40";"      40";"       0"
"2013 december";"Verspreide huizen Almere-Stad";"Almere                                  ";"Buurt   ";"BU00340299";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      50";"      40";"       0"
"2013 maart";"Wijk 03 Almere-Buiten";"Almere                                  ";"Wijk    ";"WK003403  ";"       1";"    1530";"    1600";"    2570";"    3900";"       4";"       4";"       6";"       9";"   43200";"   39270";"    3930"
"2013 juni";"Wijk 03 Almere-Buiten";"Almere                                  ";"Wijk    ";"WK003403  ";"       1";"    1600";"    1600";"    2570";"    3940";"       4";"       4";"       6";"       9";"   43220";"   39250";"    3970"
"2013 september";"Wijk 03 Almere-Buiten";"Almere                                  ";"Wijk    ";"WK003403  ";"       1";"    1660";"    1580";"    2600";"    4000";"       4";"       4";"       6";"       9";"   43310";"   39280";"    4030"
"2013 december";"Wijk 03 Almere-Buiten";"Almere                                  ";"Wijk    ";"WK003403  ";"       1";"    1780";"    1620";"    2620";"    4080";"       4";"       4";"       6";"       9";"   43420";"   39320";"    4090"
"2013 maart";"Centrum Almere-Buiten";"Almere                                  ";"Buurt   ";"BU00340301";"       1";"      50";"      80";"      70";"     380";"       4";"       6";"       6";"      30";"    1280";"     900";"     380"
"2013 juni";"Centrum Almere-Buiten";"Almere                                  ";"Buurt   ";"BU00340301";"       1";"      40";"      80";"      70";"     380";"       3";"       6";"       5";"      29";"    1320";"     930";"     390"
"2013 september";"Centrum Almere-Buiten";"Almere                                  ";"Buurt   ";"BU00340301";"       1";"      40";"      80";"      60";"     380";"       3";"       6";"       5";"      29";"    1310";"     930";"     380"
"2013 december";"Centrum Almere-Buiten";"Almere                                  ";"Buurt   ";"BU00340301";"       1";"      40";"      80";"      70";"     370";"       3";"       6";"       5";"      29";"    1300";"     930";"     370"
"2013 maart";"Oostvaardersbuurt";"Almere                                  ";"Buurt   ";"BU00340302";"       3";"     200";"     150";"     240";"     190";"       4";"       3";"       5";"       4";"    4460";"    4270";"     190"
"2013 juni";"Oostvaardersbuurt";"Almere                                  ";"Buurt   ";"BU00340302";"       3";"     180";"     150";"     240";"     190";"       4";"       3";"       5";"       4";"    4460";"    4270";"     190"
"2013 september";"Oostvaardersbuurt";"Almere                                  ";"Buurt   ";"BU00340302";"       3";"     200";"     150";"     250";"     200";"       5";"       3";"       6";"       4";"    4490";"    4290";"     200"
"2013 december";"Oostvaardersbuurt";"Almere                                  ";"Buurt   ";"BU00340302";"       3";"     210";"     150";"     250";"     200";"       5";"       3";"       6";"       5";"    4490";"    4290";"     200"
"2013 maart";"Seizoenenbuurt";"Almere                                  ";"Buurt   ";"BU00340303";"       3";"     140";"     130";"     220";"     230";"       4";"       3";"       6";"       6";"    3950";"    3720";"     230"
"2013 juni";"Seizoenenbuurt";"Almere                                  ";"Buurt   ";"BU00340303";"       3";"     150";"     130";"     210";"     230";"       4";"       3";"       5";"       6";"    3940";"    3710";"     240"
"2013 september";"Seizoenenbuurt";"Almere                                  ";"Buurt   ";"BU00340303";"       3";"     160";"     130";"     210";"     240";"       4";"       3";"       5";"       6";"    3940";"    3700";"     240"
"2013 december";"Seizoenenbuurt";"Almere                                  ";"Buurt   ";"BU00340303";"       3";"     160";"     140";"     220";"     250";"       4";"       3";"       5";"       6";"    3950";"    3700";"     250"
"2013 maart";"Molenbuurt";"Almere                                  ";"Buurt   ";"BU00340304";"       1";"     110";"     230";"     260";"     390";"       4";"       7";"       8";"      12";"    3220";"    2830";"     400"
"2013 juni";"Molenbuurt";"Almere                                  ";"Buurt   ";"BU00340304";"       1";"     120";"     220";"     260";"     400";"       4";"       7";"       8";"      12";"    3230";"    2820";"     410"
"2013 september";"Molenbuurt";"Almere                                  ";"Buurt   ";"BU00340304";"       1";"     120";"     230";"     260";"     400";"       4";"       7";"       8";"      13";"    3230";"    2820";"     410"
"2013 december";"Molenbuurt";"Almere                                  ";"Buurt   ";"BU00340304";"       1";"     130";"     230";"     270";"     410";"       4";"       7";"       8";"      13";"    3230";"    2820";"     410"
"2013 maart";"Bouwmeesterbuurt";"Almere                                  ";"Buurt   ";"BU00340305";"       1";"     130";"     160";"     250";"     410";"       4";"       4";"       7";"      11";"    3630";"    3220";"     410"
"2013 juni";"Bouwmeesterbuurt";"Almere                                  ";"Buurt   ";"BU00340305";"       1";"     140";"     160";"     260";"     410";"       4";"       4";"       7";"      11";"    3640";"    3220";"     410"
"2013 september";"Bouwmeesterbuurt";"Almere                                  ";"Buurt   ";"BU00340305";"       1";"     160";"     160";"     260";"     420";"       4";"       4";"       7";"      11";"    3630";"    3220";"     420"
"2013 december";"Bouwmeesterbuurt";"Almere                                  ";"Buurt   ";"BU00340305";"       1";"     160";"     170";"     250";"     420";"       5";"       5";"       7";"      12";"    3620";"    3200";"     420"
"2013 maart";"Landgoederenbuurt";"Almere                                  ";"Buurt   ";"BU00340306";"       1";"      90";"     110";"     180";"     320";"       3";"       3";"       6";"      10";"    3230";"    2910";"     320"
"2013 juni";"Landgoederenbuurt";"Almere                                  ";"Buurt   ";"BU00340306";"       1";"     100";"     110";"     180";"     320";"       3";"       4";"       6";"      10";"    3230";"    2910";"     320"
"2013 september";"Landgoederenbuurt";"Almere                                  ";"Buurt   ";"BU00340306";"       1";"     100";"     110";"     180";"     330";"       3";"       3";"       6";"      10";"    3230";"    2900";"     330"
"2013 december";"Landgoederenbuurt";"Almere                                  ";"Buurt   ";"BU00340306";"       1";"     110";"     110";"     180";"     330";"       3";"       4";"       6";"      10";"    3240";"    2910";"     330"
"2013 maart";"Faunabuurt";"Almere                                  ";"Buurt   ";"BU00340307";"       1";"     120";"     100";"     180";"     330";"       3";"       3";"       5";"       9";"    3650";"    3320";"     330"
"2013 juni";"Faunabuurt";"Almere                                  ";"Buurt   ";"BU00340307";"       1";"     130";"     100";"     180";"     330";"       4";"       3";"       5";"       9";"    3650";"    3310";"     330"
"2013 september";"Faunabuurt";"Almere                                  ";"Buurt   ";"BU00340307";"       1";"     130";"     110";"     180";"     330";"       4";"       3";"       5";"       9";"    3640";"    3310";"     330"
"2013 december";"Faunabuurt";"Almere                                  ";"Buurt   ";"BU00340307";"       1";"     140";"     110";"     180";"     330";"       4";"       3";"       5";"       9";"    3670";"    3330";"     340"
"2013 maart";"Bloemenbuurt";"Almere                                  ";"Buurt   ";"BU00340308";"       1";"     150";"     180";"     290";"     670";"       3";"       4";"       7";"      15";"    4380";"    3710";"     670"
"2013 juni";"Bloemenbuurt";"Almere                                  ";"Buurt   ";"BU00340308";"       1";"     170";"     180";"     280";"     670";"       4";"       4";"       7";"      15";"    4390";"    3710";"     680"
"2013 september";"Bloemenbuurt";"Almere                                  ";"Buurt   ";"BU00340308";"       1";"     180";"     180";"     280";"     690";"       4";"       4";"       7";"      16";"    4380";"    3690";"     690"
"2013 december";"Bloemenbuurt";"Almere                                  ";"Buurt   ";"BU00340308";"       1";"     190";"     190";"     280";"     690";"       4";"       4";"       7";"      16";"    4360";"    3670";"     690"
"2013 maart";"Regenboogbuurt";"Almere                                  ";"Buurt   ";"BU00340309";"       1";"     160";"     160";"     230";"     250";"       4";"       4";"       5";"       6";"    4200";"    3950";"     250"
"2013 juni";"Regenboogbuurt";"Almere                                  ";"Buurt   ";"BU00340309";"       1";"     170";"     150";"     230";"     250";"       4";"       4";"       6";"       6";"    4180";"    3930";"     250"
"2013 september";"Regenboogbuurt";"Almere                                  ";"Buurt   ";"BU00340309";"       1";"     180";"     150";"     230";"     250";"       4";"       4";"       6";"       6";"    4160";"    3900";"     260"
"2013 december";"Regenboogbuurt";"Almere                                  ";"Buurt   ";"BU00340309";"       1";"     190";"     160";"     240";"     260";"       5";"       4";"       6";"       6";"    4170";"    3910";"     270"
"2013 maart";"Indischebuurt";"Almere                                  ";"Buurt   ";"BU00340310";"       3";"      40";"      40";"      70";"     110";"       4";"       4";"       8";"      13";"     860";"     740";"     110"
"2013 juni";"Indischebuurt";"Almere                                  ";"Buurt   ";"BU00340310";"       3";"      40";"      30";"      70";"     110";"       4";"       4";"       8";"      13";"     850";"     740";"     110"
"2013 september";"Indischebuurt";"Almere                                  ";"Buurt   ";"BU00340310";"       3";"      30";"      30";"      80";"     120";"       3";"       4";"       8";"      13";"     930";"     810";"     120"
"2013 december";"Indischebuurt";"Almere                                  ";"Buurt   ";"BU00340310";"       3";"      50";"      40";"      80";"     130";"       5";"       4";"       9";"      14";"     980";"     850";"     130"
"2013 maart";"Eilandenbuurt";"Almere                                  ";"Buurt   ";"BU00340311";"       3";"     170";"     150";"     260";"     230";"       4";"       3";"       6";"       5";"    4430";"    4190";"     240"
"2013 juni";"Eilandenbuurt";"Almere                                  ";"Buurt   ";"BU00340311";"       3";"     180";"     150";"     260";"     240";"       4";"       3";"       6";"       5";"    4410";"    4160";"     240"
"2013 september";"Eilandenbuurt";"Almere                                  ";"Buurt   ";"BU00340311";"       3";"     180";"     140";"     260";"     240";"       4";"       3";"       6";"       6";"    4410";"    4160";"     250"
"2013 december";"Eilandenbuurt";"Almere                                  ";"Buurt   ";"BU00340311";"       3";"     200";"     130";"     270";"     250";"       4";"       3";"       6";"       6";"    4440";"    4190";"     260"
"2013 maart";"Stripheldenbuurt";"Almere                                  ";"Buurt   ";"BU00340312";"       3";"     150";"     120";"     280";"     290";"       3";"       3";"       6";"       6";"    4790";"    4500";"     290"
"2013 juni";"Stripheldenbuurt";"Almere                                  ";"Buurt   ";"BU00340312";"       3";"     160";"     130";"     290";"     290";"       3";"       3";"       6";"       6";"    4810";"    4530";"     290"
"2013 september";"Stripheldenbuurt";"Almere                                  ";"Buurt   ";"BU00340312";"       3";"     170";"     120";"     280";"     300";"       3";"       3";"       6";"       6";"    4830";"    4530";"     300"
"2013 december";"Stripheldenbuurt";"Almere                                  ";"Buurt   ";"BU00340312";"       3";"     170";"     120";"     290";"     300";"       4";"       2";"       6";"       6";"    4820";"    4510";"     300"
"2013 maart";"Sieradenbuurt";"Almere                                  ";"Buurt   ";"BU00340313";"       3";"      30";"       0";"      40";"      70";"       3";"       0";"       5";"       9";"     810";"     740";"      70"
"2013 juni";"Sieradenbuurt";"Almere                                  ";"Buurt   ";"BU00340313";"       3";"      30";"       0";"      40";"      80";"       3";"       0";"       5";"       9";"     810";"     740";"      80"
"2013 september";"Sieradenbuurt";"Almere                                  ";"Buurt   ";"BU00340313";"       3";"      30";"       0";"      40";"      80";"       3";"       0";"       5";"      10";"     810";"     730";"      80"
"2013 december";"Sieradenbuurt";"Almere                                  ";"Buurt   ";"BU00340313";"       3";"      30";"       0";"      40";"      90";"       4";"       0";"       5";"      11";"     810";"     720";"      90"
"2013 maart";"Poldervlak";"Almere                                  ";"Buurt   ";"BU00340371";"       1";"       0";"       0";"       0";"      10";"       2";"       7";"       0";"      12";"      40";"      40";"      10"
"2013 juni";"Poldervlak";"Almere                                  ";"Buurt   ";"BU00340371";"       1";"       0";"       0";"       0";"      10";"       2";"       7";"       2";"      12";"      40";"      40";"      10"
"2013 september";"Poldervlak";"Almere                                  ";"Buurt   ";"BU00340371";"       1";"       0";"       0";"       0";"      10";"       0";"       4";"       2";"      13";"      50";"      40";"      10"
"2013 december";"Poldervlak";"Almere                                  ";"Buurt   ";"BU00340371";"       1";"       0";"       0";"       0";"      10";"       0";"       6";"       2";"      13";"      50";"      40";"      10"
"2013 maart";"De Vaart";"Almere                                  ";"Buurt   ";"BU00340372";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      40";"      40";"       0"
"2013 juni";"De Vaart";"Almere                                  ";"Buurt   ";"BU00340372";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      40";"      40";"       0"
"2013 september";"De Vaart";"Almere                                  ";"Buurt   ";"BU00340372";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      40";"      40";"       0"
"2013 december";"De Vaart";"Almere                                  ";"Buurt   ";"BU00340372";"       1";"       0";"       0";"       0";"       0";"       0";"       4";"       6";"       0";"      50";"      50";"       0"
"2013 maart";"Buitenvaart";"Almere                                  ";"Buurt   ";"BU00340373";"       1";"       0";"       0";"       0";"      20";"       1";"       0";"       2";"       9";"     190";"     170";"      20"
"2013 juni";"Buitenvaart";"Almere                                  ";"Buurt   ";"BU00340373";"       1";"       0";"       0";"      10";"      20";"       1";"       0";"       3";"       9";"     190";"     170";"      20"
"2013 september";"Buitenvaart";"Almere                                  ";"Buurt   ";"BU00340373";"       1";"       0";"       0";"       0";"      20";"       1";"       0";"       2";"       9";"     190";"     180";"      20"
"2013 december";"Buitenvaart";"Almere                                  ";"Buurt   ";"BU00340373";"       1";"       0";"       0";"       0";"      20";"       1";"       0";"       2";"      10";"     190";"     170";"      20"
"2013 maart";"Verspreide huizen Almere-Buiten";"Almere                                  ";"Buurt   ";"BU00340399";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      40";"      30";"      10"
"2013 juni";"Verspreide huizen Almere-Buiten";"Almere                                  ";"Buurt   ";"BU00340399";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      40";"      30";"      10"
"2013 september";"Verspreide huizen Almere-Buiten";"Almere                                  ";"Buurt   ";"BU00340399";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      40";"      30";"      10"
"2013 december";"Verspreide huizen Almere-Buiten";"Almere                                  ";"Buurt   ";"BU00340399";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      40";"      30";"      10"
"2013 maart";"Wijk 04 Almere-Poort";"Almere                                  ";"Wijk    ";"WK003404  ";"       3";"     240";"     120";"     230";"     240";"       4";"       2";"       4";"       4";"    6000";"    5760";"     240"
"2013 juni";"Wijk 04 Almere-Poort";"Almere                                  ";"Wijk    ";"WK003404  ";"       3";"     240";"     140";"     240";"     250";"       4";"       2";"       4";"       4";"    6140";"    5880";"     250"
"2013 september";"Wijk 04 Almere-Poort";"Almere                                  ";"Wijk    ";"WK003404  ";"       3";"     270";"     140";"     230";"     260";"       4";"       2";"       4";"       4";"    6250";"    5990";"     260"
"2013 december";"Wijk 04 Almere-Poort";"Almere                                  ";"Wijk    ";"WK003404  ";"       3";"     280";"     150";"     230";"     270";"       4";"       2";"       4";"       4";"    6400";"    6130";"     270"
"2013 maart";"Columbuskwartier";"Almere                                  ";"Buurt   ";"BU00340402";"       1";"      60";"      50";"      60";"      60";"       4";"       3";"       4";"       4";"    1450";"    1390";"      60"
"2013 juni";"Columbuskwartier";"Almere                                  ";"Buurt   ";"BU00340402";"       1";"      60";"      50";"      60";"      60";"       4";"       3";"       4";"       4";"    1460";"    1400";"      60"
"2013 september";"Columbuskwartier";"Almere                                  ";"Buurt   ";"BU00340402";"       1";"      70";"      40";"      60";"      60";"       5";"       3";"       4";"       4";"    1480";"    1410";"      60"
"2013 december";"Columbuskwartier";"Almere                                  ";"Buurt   ";"BU00340402";"       1";"      60";"      50";"      60";"      70";"       4";"       3";"       4";"       5";"    1480";"    1410";"      70"
"2013 maart";"Homeruskwartier";"Almere                                  ";"Buurt   ";"BU00340403";"       1";"     120";"      30";"      60";"      50";"       4";"       1";"       2";"       2";"    2830";"    2780";"      50"
"2013 juni";"Homeruskwartier";"Almere                                  ";"Buurt   ";"BU00340403";"       1";"     120";"      40";"      70";"      50";"       4";"       1";"       2";"       2";"    2950";"    2900";"      50"
"2013 september";"Homeruskwartier";"Almere                                  ";"Buurt   ";"BU00340403";"       1";"     130";"      40";"      70";"      60";"       4";"       1";"       2";"       2";"    3070";"    3010";"      60"
"2013 december";"Homeruskwartier";"Almere                                  ";"Buurt   ";"BU00340403";"       1";"     140";"      50";"      70";"      60";"       4";"       2";"       2";"       2";"    3150";"    3100";"      60"
"2013 maart";"Almeerderzand";"Almere                                  ";"Buurt   ";"BU00340405";"       3";"       0";"       0";"      10";"      70";"       0";"       0";"       5";"      57";"     120";"      50";"      70"
"2013 juni";"Almeerderzand";"Almere                                  ";"Buurt   ";"BU00340405";"       3";"       0";"       0";"      10";"      70";"       0";"       0";"       5";"      59";"     120";"      50";"      70"
"2013 september";"Almeerderzand";"Almere                                  ";"Buurt   ";"BU00340405";"       3";"       0";"       0";"      10";"      80";"       1";"       0";"       4";"      62";"     120";"      50";"      80"
"2013 december";"Almeerderzand";"Almere                                  ";"Buurt   ";"BU00340405";"       3";"       0";"       0";"      10";"      80";"       0";"       0";"       4";"      61";"     120";"      50";"      80"
