Key;Title
WK015006  ;Keizerslanden
BU01500601;Ludgeruskwartier
BU01500602;Tuindorp
BU01500603;Rollecatekwartier
BU01500604;Oranjekwartier
BU01500605;Landsherenkwartier
BU01500606;Steenbrugge
WK015007  ;Rivierenwijk en Bergweide
BU01500701;Rivierenbuurt
BU01500702;Deltabuurt
BU01500703;Hoornwerk
BU01500704;Industrieterrein
BU01500705;Kloosterlanden
BU01500706;Epse-Noord
WK015008  ;Colmschate-Noord
BU01500801;Het Oostrik
BU01500802;Groot Douwel
BU01500803;Blauwenoord
WK015009  ;Colmschate-Vijfhoek
BU01500901;Op den Haar
BU01500902;Steinvoorde
BU01500903;Graveland
BU01500904;Het Jeurlink
BU01500905;Het Fetlaer en Spijkvoorder Enk
BU01500906;Spikvoorde
BU01500907;Overig Colmschate-Noord
WK015010  ;Colmschate-Zuid
BU01501001;Snipperling
BU01501002;Dorp Colmschate
BU01501003;De Scheg
BU01501004;Colmschaterenk
BU01501005;Roessink
BU01501006;Het Bramelt
BU01501007;Essenerveld
BU01501008;Swormink
BU01501009;Handelspark De Weteringen
BU01501010;Bannink
WK015011  ;Diepenveen
BU01501101;Dorp Diepenveen
BU01501102;Rande
BU01501103;Tjoene
WK015012  ;Schalkhaar
BU01501201;Dorp Schalkhaar
BU01501202;Averlo en Frieswijk
WK015013  ;Okkenbroek
BU01501301;Okkenbroek
WK015014  ;Lettele
BU01501401;Dorp Lettele
BU01501402;Oude Molen
BU01501403;Buitengebied Lettele en Okkenbroek
WK015015  ;Bathmen
BU01501501;Dorp Bathmen
BU01501502;Loo
BU01501503;Dortherhoek
BU01501504;Zuidloo
BU01501505;Oxerhof
GM0384    ;Diemen
WK038401  ;Diemen Noord
BU03840101;Buytenstee
BU03840102;Oud Diemen
BU03840103;Vogelweide
BU03840104;Scheepskwartier
BU03840105;Vlindertuin
BU03840106;Diemerpolder
WK038402  ;Diemen Centrum
BU03840201;Centrum West
BU03840202;Ruimzicht West
BU03840203;Spoorzicht
BU03840204;Buitenlust
BU03840205;Spoordriehoek
BU03840206;Ruimzicht Oost
BU03840207;Centrum Oost
BU03840208;Studentenflats Rode Kruislaan
WK038403  ;Diemen Zuid
BU03840301;Akkerland
BU03840302;Bomenrijk
BU03840303;Beukenhorst
BU03840304;Anne Frank
BU03840305;Schelpenhoek
BU03840306;Kruidenhof
BU03840307;Polderland
BU03840308;Biesbosch
WK038404  ;Bergwijkpark
BU03840401;Bergwijkpark
WK038405  ;Holland Park
BU03840501;Campus Diemen Zuid
BU03840502;Holland Park
BU03840503;Holland Park Zuid
BU03840504;Holland Park West
WK038406  ;Bedrijventerreinen
BU03840601;Verrijn Stuart
BU03840602;De Sniep
BU03840603;Stammerdijk
WK038407  ;Plantage de Sniep
BU03840701;Plantage de Sniep Zuid
BU03840702;Plantage de Sniep Noord
BU03840703;Sportpark De Diemen
WK038408  ;Buitengebied
BU03840801;Gemeenschapspolder
BU03840802;Overdiemerpolder
BU03840803;Overdiemen
BU03840804;Diemer Vijfhoek
GM1980    ;Dijk en Waard
WK198001  ;Oudkarspel
BU19800101;Oudkarspel Noord
BU19800102;Oudkarspel Zuid
BU19800103;Laanweg en Waarddijk
BU19800104;Bedrijventerrein Breekland
BU19800105;Buitengebied Oudkarspel
WK198002  ;Noord-Scharwoude
BU19800201;Noord-Scharwoude Oost
BU19800202;Noord-Scharwoude West
BU19800203;Bedrijventerrein De Mossel
BU19800204;Bedrijventerrein De Wuyver
BU19800205;Buitengebied Noord-Scharwoude
WK198003  ;Zuid-Scharwoude
BU19800301;Zuid-Scharwoude Oost
BU19800302;Zuid-Scharwoude West
BU19800303;Mayersloot Noord
BU19800304;Westerdel Noord
BU19800305;Duizend Eilandenrijk Noord
BU19800306;Buitengebied Zuid-Scharwoude
WK198004  ;Broek op Langedijk
BU19800401;Broek op Langedijk kern
BU19800402;Westerdel Zuid
BU19800403;Mayersloot Zuid
BU19800404;Duizend Eilandenrijk Zuid
BU19800405;Oosterdel
BU19800406;Bedrijventerrein Zuiderdel
BU19800407;Buitengebied Broek op Langedijk
WK198005  ;Sint-Pancras
BU19800501;Sint-Pancras kern
BU19800502;Twuyverhoek en Oostwal
BU19800503;Buitengebied Sint-Pancras
WK198006  ;Koedijk
BU19800601;Koedijk
BU19800602;Geestmerambacht
WK198010  ;Schrijverswijk
BU19801001;Schrijverswijk
WK198011  ;Schilderswijk
BU19801101;Schildersbuurt Zuid
BU19801102;Schildersbuurt Noord
WK198012  ;Planetenwijk
BU19801201;Planetenwijk
WK198013  ;Bomen- Recreatiewijk
BU19801301;Bomenbuurt
BU19801302;Recreatiebuurt
BU19801303;Waarderhout
WK198014  ;Heemradenwijk
BU19801401;Centrumwaard
BU19801402;Heemradenbuurt
WK198015  ;Edelstenenwijk
BU19801501;Edelstenenwijk
WK198016  ;Molenwijk
BU19801601;Molenwijk
WK198017  ;Rivierenwijk
BU19801701;Rivierenwijk
WK198018  ;Stadshart
BU19801801;Middenwaard
BU19801802;Stationsgebied
BU19801803;Beveland
WK198019  ;Broekhorn
BU19801901;Broekhorn
BU19801902;De Scheg
BU19801903;Westpoort
WK198020  ;Bedrijventerrein Heerhugowaard
BU19802001;Zandhorst I
BU19802002;Zandhorst II
BU19802003;Zandhorst III
BU19802004;De Frans
BU19802005;De Vaandel Noord
WK198021  ;Butterhuizen
BU19802101;Butterhuizen Noord
BU19802102;Butterhuizen Zuid
WK198022  ;Oostertocht
BU19802201;Oostertocht Noord
BU19802202;Oostertocht Zuid
WK198023  ;Zuidwijk
BU19802301;Zuidwijk
WK198024  ;Huygenhoek
BU19802401;Huygenhoek Noord
BU19802402;Huygenhoek Midden
BU19802403;Huygenhoek Zuid
WK198025  ;Stad van de Zon
BU19802501;Stad van de Zon
BU19802502;Park van Luna
BU19802503;De Overtoom
WK198026  ;De Draai
BU19802601;De Draai Noord
BU19802602;De Draai Zuid
WK198027  ;De Noord
BU19802701;De Noord
BU19802702;De Vaandel Zuid
BU19802703;Buitengebied De Noord
WK198028  ;t Kruis
BU19802801;t Kruis
BU19802802;Buitengebied 't Kruis
GM1774    ;Dinkelland
WK177410  ;Wijk 10 Denekamp
BU17741010;Centrum
BU17741011;Kerkeres
BU17741012;Klokkenberg
BU17741013;Dorper-Es
BU17741014;Veldkamp en Borchert
BU17741015;Janskamp
BU17741017;Diepengoor
BU17741020;'t Pierik
BU17741050;Kloppendijk
BU17741051;Sombeek
BU17741099;Buitengebied Denekamp
WK177411  ;Wijk 11 Lattrop-Breklenkamp
BU17741110;Lattrop kern
BU17741198;Verspreide huizen Breklenkamp
BU17741199;Verspreide huizen Lattrop
WK177412  ;Wijk 12 Tilligte
BU17741210;Tilligte kern
BU17741299;Verspreide huizen Tilligte
WK177413  ;Wijk 13 Agelo
BU17741398;Verspreide huizen Groot Agelo
BU17741399;Verspreide huizen Klein Agelo
WK177414  ;Wijk 14 Noord Deurningen
BU17741410;Noord Deurningen kern
BU17741499;Verspreide huizen Noord Deurningen
WK177415  ;Wijk 15 Ootmarsum
BU17741510;Ootmarsum Kern
BU17741511;Ootmarsum Randkern
BU17741512;Ootmarsum villapark Stobbenkamp
BU17741513;Ootmarsum Cellenkamp Palthenkamp
BU17741514;Moerbekkenkamp
BU17741515;Wildehof
BU17741516;Vinke-Brookhuis
BU17741550;De Mors
BU17741598;Verspreide huizen Ootmarsum-Oost
BU17741599;Buitengebied Ootmarsum-West
WK177416  ;Wijk 16 Weerselo
BU17741610;Weerselo
BU17741611;Eertman
BU17741612;Reestman
BU17741613;'t Stift
BU17741614;'t Spikkert
BU17741650;Echelpoel
BU17741699;Verspreide huizen Weerselo
WK177417  ;Wijk 17 Rossum
BU17741710;Rossum
BU17741799;Verspreide huizen Rossum
WK177418  ;Wijk 18 Saasveld
BU17741810;Saasveld
BU17741899;Verspreide huizen Saasveld
WK177419  ;Wijk 19 Deurningen
BU17741910;Kern Deurningen
BU17741999;Verspreide huizen Deurningen
WK177420  ;Wijk 20 Nutter
BU17742099;Verspreide huizen Nutter
WK177421  ;Wijk 21 Oud Ootmarsum
BU17742199;Verspreide huizen Oud Ootmarsum
GM0221    ;Doesburg
WK022101  ;Wijk 01
BU02210100;De oude Stad binnen de gracht
BU02210101;Noordelijk Molenveld
BU02210102;Zuidelijk Molenveld
BU02210103;De Ooi
BU02210104;Beinum I
BU02210105;Beinum II
BU02210106;Bedrijventerrein Beinum
BU02210107;Bedrijventerrein Verhuellweg
BU02210108;Verspreide huizen Noordoost
BU02210109;Verspreide huizen Fraterswaard-Noordoost
BU02210110;Verspreide huizen IJssel en Oude IJssel
GM0222    ;Doetinchem
WK022201  ;Wijk 01 Doetinchem Centrum
BU02220101;Stadscentrum
BU02220102;Torenallee
BU02220103;Het Loo
BU02220104;Stadscentrum - noord
BU02220105;De Pas - noord
BU02220106;De Pas - zuid
WK022202  ;Wijk 02
BU02220201;Muziekbuurt
BU02220202;Schrijvers en dichtersbuurt
BU02220203;Wiltinksbrug
BU02220204;Overstegen - west
BU02220205;Overstegen - oost
BU02220206;Wonninkhage
BU02220208;Wassinkbrink - zuidoost
WK022203  ;Wijk 03
BU02220301;Holterhoek
BU02220302;Schöneveld - zuid
BU02220303;Schöneveld - noord
WK022204  ;Wijk 04
BU02220401;Oosseld / Vijverberg - zuidwest
BU02220402;Buitengebied - Polmanlaan
BU02220403;Buitengebied - de Wrange
BU02220404;Vijverberg
BU02220405;Buitengebied - Groenendaal
BU02220406;Buitengebied - Nutselaer / Abdij
BU02220407;Buitengebied - IJzevoorde
BU02220408;Buitengebied - Slangenburg
WK022205  ;Wijk 05
BU02220501;Hamburgerbroek
BU02220502;Verheulsweide - noord
BU02220503;Verheulsweide - zuid
BU02220504;Buitengebied - Kemnaderallee
BU02220505;Iseldoks
WK022206  ;Wijk 06
BU02220601;De Hoop - noord
BU02220602;De Huet - fase 1 + 3
BU02220603;De Huet - fase 2
BU02220604;De Huet - fase 4
BU02220605;De Huet - fase 6 + 7
BU02220606;De Huet - fase 5
BU02220607;Sportpark Zuid
BU02220608;Bedrijventerrein De Huet
BU02220609;Buitengebied - De Huet
WK022207  ;Wijk 07
BU02220702;Romantische buurt - noord
BU02220703;Romantische buurt - zuid
BU02220704;Landelijk wonen
BU02220705;Kleurrijke buurt
BU02220706;Stadskwartier - zuid
BU02220707;Stadskwartier - noord
BU02220708;Buitengebied - Dichteren
BU02220709;Bedrijventerrein Wijnbergen
BU02220710;Wijnbergen - Het Westen
BU02220711;Wijnbergen - Het Midden
BU02220712;Wijnbergen - De Kwekerij
BU02220713;De Hoop - zuid
WK022208  ;Wijk 08
BU02220801;IJsseltuin / Heelweg
BU02220802;Bedrijventerrein Keppelseweg
BU02220803;Buitengebied - Keppelseweg
BU02220804;Langerak - zuid
WK022209  ;Wijk 09
BU02220901;Het Loo
BU02220902;De Happert - ziekenhuis
BU02220903;De Kruisberg
BU02220904;De Happert - Leerinkstraat
BU02220905;De IJkenberg
BU02220906;De Bezelhorst
BU02220907;Buitengebied - De Kruisberg
BU02220908;Buitengebied - Groot Hagen
BU02220909;Langerak - noord
BU02220911;Wassinkbrink - noordwest
WK022211  ;Wijk 11 Buitengebied Doetinchem
BU02221101;Vulcaansoord / Het Richtersbos - zuid
BU02221102;De Elshof - zuid
BU02221103;De Pol / Akkermansweide
BU02221104;Het Hartger / De Elshof - noord
BU02221105;Buitengebied - 't Klooster
BU02221106;Buitengebied - Pierikstraat
BU02221107;Buitengebied - Pinnedijk
WK022231  ;Wijk 31 Wehl
BU02223101;Diepenbroek
BU02223102;Wehl - west
BU02223103;Buitengebied - Stille Wald
BU02223104;Buitengebied - Het Broek
BU02223105;Wehl - oost
BU02223106;Wehl - noordoost
BU02223107;Wehl - noord
BU02223108;Nieuw Wehl - centrum
BU02223109;Nieuw Wehl - noordoost
BU02223110;Nieuw Wehl - zuidwest
BU02223111;A18 Bedrijvenpark
BU02223112;'t Hagelkruis
BU02223113;Heideslag
GM0766    ;Dongen
WK076601  ;Dongen
BU07660101;West 1
BU07660102;Buitengebied West 1
BU07660103;West 2
BU07660104;Buitengebied West 2
BU07660105;Centrum
BU07660106;Beljaart
BU07660107;Biezen
BU07660108;Hoge Akker
BU07660109;Oud Dongen
BU07660110;Buitengebied Oost
BU07660111;Klein Dongen
BU07660112;Dongen-Vaart
BU07660113;Buitengebied Klein Dongen/Dongen-Vaart
BU07660114;Tichelrijt
BU07660115;Wildert
WK076602  ;'s Gravenmoer
BU07660216;'s Gravenmoer
BU07660217;Buitengebied 's Gravenmoer
GM0505    ;Dordrecht
WK050501  ;Wijk 01 Binnenstad
BU05050100;Nieuwe Haven en omgeving
BU05050101;Groenmarkt en omgeving
BU05050102;Grote Markt en omgeving
BU05050103;Wijnstraat en omgeving
BU05050104;Kalkhaven
BU05050105;Achterhakkers en omgeving
BU05050106;Boogjes en omgeving
BU05050107;Lombard en omgeving
BU05050108;Centrum
BU05050109;Augustijnenkamp en omgeving
BU05050110;Geldelozepad en omgeving
BU05050111;Rozenhof en omgeving
BU05050112;Beverwijcksplein en omgeving
BU05050113;Burgemeester de Raadtsingel en omgeving
BU05050114;Kon. Wilhelminastraat en omgeving
WK050502  ;Wijk 02 Noordflank
BU05050200;Bleijenhoek
BU05050201;Stadswerven
BU05050202;Lijnbaan
BU05050203;Matena's Pad en omgeving
BU05050204;Merwestein-Noord
BU05050205;Kasperspad en omgeving
BU05050206;Park Merwestein en omgeving
WK050503  ;Wijk 03 Oud Krispijn
BU05050300;Zuidendijk
BU05050301;Viottakade en omgeving
BU05050302;Erasmuslaan en omgeving
BU05050303;Breitnerstraat en omgeving
BU05050304;Jacob Marisstraat en omgeving
BU05050305;Krispijnse Driehoek
BU05050306;Jacob Catsstraat en omgeving
BU05050307;Rembrandtlaan en omgeving
WK050504  ;Wijk 04 Nieuw-krispijn
BU05050400;Pr. Bernhardstraat en omgeving
BU05050401;Waldeck Pyrmontweg en omgeving
BU05050402;Anna Paulownastraat en omgeving
BU05050403;Emmastraat en omgeving
BU05050404;Bloemenbuurt
BU05050405;Weizigtpark
BU05050406;Nieuweweg en omgeving
WK050505  ;Wijk 05 Het Reeland
BU05050500;Wantijpark en omgeving
BU05050501;Transvaalstraat en omgeving
BU05050502;Indische Buurt-Zuid
BU05050503;Indische Buurt-Noord
BU05050504;Boeroestraat en omgeving
BU05050505;Vogelplein-Aalscholverstraat en omgeving
BU05050506;Hoekenessestraat en omgeving
BU05050507;Standhasenstraat en omgeving
BU05050508;Heysterbachstraat en omgeving
BU05050509;Maria Montessorilaan en omgeving
BU05050510;Sportterrein Krommedijk
WK050506  ;Wijk 06 Staart
BU05050600;Plein 1940-1945 en omgeving
BU05050601;Beekmanstraat en omgeving
BU05050602;Noorderkwartier
BU05050603;Amerstraat en omgeving
BU05050604;Merwedepolder-West
BU05050605;Merwedepolder-Oost
BU05050606;Spaarbekken
BU05050607;1e Merwedehaven en omgeving
BU05050608;2e Merwedehaven en omgeving
WK050507  ;Wijk 07 Wielwijk
BU05050700;Admiraalsplein
BU05050701;Van Kinsbergenstraat en omgeving
BU05050702;Cornelis Evertsenstraat en omgeving
BU05050703;Dorus Rijkersstraat en omgeving
BU05050704;Van Ewijckstraat en omgeving
BU05050705;Zeehavenlaan en omgeving
BU05050706;Laan der Verenigde Naties Noord
BU05050707;Dordtse Hout
BU05050708;Amstelwijck Park
BU05050709;Amstelwijck Midden
BU05050710;Amstelwijck Spoorzone
BU05050711;Amstelwijck Smitzigt
WK050508  ;Wijk 08 Crabbehof/Zuidhoven
BU05050800;Crabbehof-Zuid
BU05050801;Crabbehof-Noord
BU05050802;Zuidhoven
WK050509  ;Wijk 09 Sterrenburg
BU05050900;Sterrenburg 1-West
BU05050901;Sterrenburg 1-Oost
BU05050902;Waterman en omgeving
BU05050903;Driehoek en omgeving
BU05050904;Blaauwweg en omgeving
BU05050905;Minnaertweg en omgeving
BU05050906;Mildenburg en omgeving
BU05050907;Zuilenburg en omgeving
BU05050908;Vredenburg en omgeving
BU05050909;Wittenstein en omgeving
BU05050910;Smitsweg
WK050510  ;Wijk 10 Dubbeldam
BU05051000;Vissersdijk-West
BU05051001;Vissersdijk-Beneden
BU05051002;Vissersdijk-Oost
BU05051003;Egstraat en omgeving
BU05051004;Oudendijk en omgeving
BU05051005;Vissersdijk-Noord
BU05051006;Dubbeldam-Noord
BU05051007;Dubbeldam-Zuid
BU05051008;Bastion locatie
BU05051009;Locatie Karel Lotsyweg
BU05051010;Albert Schweitzerplaats
BU05051011;De Hoven
BU05051012;Zuidpolder
BU05051013;Belthure Park
WK050511  ;Wijk 11 Stadspolders
BU05051100;Amazone en omgeving
BU05051101;Palissander en omgeving
BU05051102;Azobe en omgeving
BU05051103;Iroko en omgeving
BU05051104;Bedrijventerrein Groene Zoom
BU05051105;Van Ravesteijn-erf en omgeving
BU05051106;Van den Broek-erf en omgeving
BU05051107;Suze Groeneweg-erf en omgeving
BU05051108;Joke Smit-erf en omgeving
BU05051109;Pearl Buck-erf en omgeving
BU05051110;Aletta Jacobs-erf en omgeving
BU05051111;Johanna Naber-erf en omgeving
BU05051112;Bildersteeg en omgeving
WK050519  ;Wijk 19 Industriegebied West
BU05051900;Weeskinderendijk en Dokweg
BU05051901;Handelskade en 's-Gravendeelsedijk
BU05051902;Voltastraat en omgeving - De Put
BU05051903;Louterbloemen
BU05051904;Wilhelminahaven
BU05051905;Julianahaven
BU05051906;Krabbegors
BU05051907;Krabbepolder
BU05051909;Wieldrecht
BU05051910;Dordtse Kil I
BU05051911;Amstelwijck-West
BU05051912;Schotman terrein
BU05051914;Amstelwijck
BU05051915;Tweede Tol
BU05051916;Dordtse Kil II
BU05051917;Dordtse Kil III
BU05051918;Oostkil
BU05051919;Dordtse Kil IV
WK050598  ;Wijk 98 Verspreide bebouwing
BU05059800;Merwelanden
BU05059801;3e Merwedehaven
BU05059804;Dordtse Biesbosch
BU05059805;Bovenpolder
GM0498    ;Drechterland
WK049800  ;Hoogkarspel
BU04980000;Buitengebied Noord
BU04980001;Ten westen van de Tolweg
BU04980002;Reigersborg Noord
BU04980003;Plan Noord
BU04980004;Voorstik
BU04980005;Centrum
BU04980006;Plan Oost
BU04980007;Plan West
BU04980008;Reigersborg Zuid
BU04980009;Buitengebied West
BU04980010;Buitengebied Zuid
WK049801  ;Westwoud
BU04980100;Westwoud
BU04980101;Oudijk
BU04980109;Binnenwijzend
WK049802  ;Oosterblokker
BU04980200;Oosterblokker
WK049803  ;Venhuizen
BU04980300;Centrum Venhuizen
BU04980301;De Buurt
BU04980306;De Hout en Blokdijk venhuizen
BU04980308;Drieban (gedeeltelijk), Venhuiz
BU04980309;Zuiderdijk
WK049804  ;Wijdenes
BU04980400;Wijdenes
BU04980401;Drieban Wijdenes
WK049805  ;Schellinkhout
BU04980500;Schellinkhout
WK049806  ;Hem
BU04980600;De Hout en Blokdijk Hem
BU04980601;Hem
BU04980602;Drieban (gedeeltelijk), Hem
WK049807  ;Oosterleek
BU04980700;Oosterleek
GM1719    ;Drimmelen
WK171901  ;Drimmelen
BU17190101;Verspreide huizen Biesbosch
BU17190102;Verspreide huizen Drimmelen
BU17190103;Drimmelen havens
BU17190104;Drimmelen Centrum
WK171902  ;Made
BU17190201;Verspreide huizen Made
BU17190202;Middelmade
BU17190203;Zilverberg
BU17190204;Hondenhei
BU17190205;Haasdijk
BU17190206;Hoogerheide
BU17190207;Stuivezand
BU17190208;Vierendelen
BU17190209;De Dreven
BU17190210;De Meede
WK171903  ;Terheijden
BU17190301;Verspreide huizen Terheijden
BU17190302;Vaartkant
BU17190303;Terheijden centrum
BU17190304;Zeggepolder-oost
BU17190305;Zeggepolder-zuid
BU17190306;Bergen
BU17190307;Molenpolder
BU17190308;Kleine Schans
BU17190309;Terheijden noordwest
WK171904  ;Wagenberg
BU17190401;Verspreide huizen Wagenberg
BU17190402;Wagenberg noordwest
BU17190403;Wagenberg zuidoost
WK171905  ;Hooge Zwaluwe en Zevenbergschen Hoek
BU17190501;Verspreide huizen Hooge Zwaluwe
BU17190502;Verspreide huizen Zevenbergschen Hoek
BU17190503;Helkant
BU17190504;De Heerlijkheid Hooge Zwaluwe
BU17190505;De Langstraatspoorlijn
WK171906  ;Lage Zwaluwe
BU17190601;Verspreide huizen Lage Zwaluwe
BU17190602;Kwistgeldpolder
BU17190603;Die Swaluw
BU17190604;De Heerlijkheid Lage Zwaluwe
BU17190605;Blauwe Sluis
BU17190606;Grienden
BU17190607;Nieuwland
GM0303    ;Dronten
WK030301  ;Wijk 01 Dronten west
BU03030101;Poort van Dronten
BU03030102;Business Zone Delta
BU03030103;De Gilden
BU03030104;De Munten
BU03030105;De Drieslag
WK030302  ;Wijk 02 Dronten Noord
BU03030210;Pioniersweg
BU03030211;Houtwijk
BU03030212;Hanzekwartier
BU03030213;De Oeverloperwijk
WK030303  ;Wijk 03 Dronten Midden
BU03030320;Centrum Dronten
BU03030321;Oud-Dronten
BU03030322;De Fazant
BU03030323;Bungalowpark
BU03030324;De Boeg
WK030304  ;Wijk 04 Dronten Zuid
BU03030430;De Landmaten
BU03030431;De Manege
BU03030432;De Lancaster
BU03030433;De Landstreken
BU03030434;De Kruidentuin
BU03030435;Golfresidentie
WK030305  ;Wijk 05 Buitengebied Dronten
BU03030548;AZC
BU03030549;Ketelhaven
BU03030550;Buitengebied Dronten
WK030306  ;Wijk 06 Biddinghuizen
BU03030601;Oud-Biddinghuizen Buiten
BU03030602;Oud-Biddinghuizen
BU03030603;De Kaai
BU03030604;Centrum Biddinghuizen
BU03030605;De Baan
BU03030606;Bremerpark
BU03030607;De Graafschap
BU03030608;Noorderbaan
BU03030609;Oldebroekerweg
BU03030620;Buitengebied Biddinghuizen
WK030307  ;Wijk 07 Swifterbant
BU03030701;Kampbuurt
BU03030702;Centrum Swifterbant
BU03030703;Oud-Swifterbant
BU03030704;Spelbuurt
BU03030705;Bloemenbuurt
BU03030706;De Kolk
BU03030707;Tarpan
BU03030708;Bedrijventerrein Spelwijk
BU03030720;Buitengebied Swifterbant
GM0225    ;Druten
WK022500  ;Druten
BU02250001;Druten
BU02250002;Druten Zuid
BU02250003;Bouwing
BU02250004;Westerhout
BU02250005;Druten Buitengebied
BU02250006;Drutense Waarden
WK022501  ;Puiflijk
BU02250101;Puiflijk
BU02250102;Puiflijk Buitengebied
WK022502  ;Afferden
BU02250201;Afferden
BU02250202;Afferden Buitengebied
BU02250203;Afferdense Waarden
WK022503  ;Deest
BU02250301;Deest
BU02250302;Deest Buitengebied
BU02250303;Deestse Waarden
WK022504  ;Horssen
BU02250401;Horssen
BU02250402;Molenhoek
BU02250403;Horssen Buitengebied
GM0226    ;Duiven
WK022601  ;Wijk 01 Bedrijventerrein
BU02260101;Bedrijventerrein
WK022602  ;Wijk 02 Buitengebied
BU02260201;Het Broek
WK022603  ;Wijk 03 Duiven-Noord
BU02260301;West
BU02260302;Oud Zuid
BU02260303;Centrum
BU02260304;De Vergert
BU02260305;De Nieuweling
BU02260306;De Ploen
BU02260307;Noord
BU02260308;Lommerweide
WK022604  ;Wijk 04 Duiven-Zuid
BU02260401;Zuidwest
BU02260402;Zuidoost
WK022605  ;Wijk 05 Groessen
BU02260501;Groessen
WK022606  ;Wijk 06 Loo
BU02260601;Loo Gld
GM1711    ;Echt-Susteren
WK171101  ;Wijk 01 Susteren
BU17110101;Baakhoven
BU17110102;In de Mehre
BU17110103;Mariaveld
BU17110104;Middelveld
BU17110105;Munsterveld
BU17110106;Susteren Centrum
BU17110107;Verspreide huizen Susteren
BU17110108;Wolfskoul
BU17110153;Handelsterrein
WK171102  ;Wijk 02 Dieteren
BU17110209;Dieteren
BU17110210;Verspreide huizen Dieteren
WK171103  ;Wijk 03 Heide
BU17110311;Heide
BU17110312;Recreatiepark Hommelheide
BU17110313;Verspreide huizen Heide
WK171104  ;Wijk 04 Roosteren
BU17110414;Illikhoven en Visserweert
BU17110415;Kokkelert
BU17110416;Oud-Roosteren
BU17110417;Roosteren
BU17110418;Verspr.h. Illikhoven en Visserweert
BU17110419;Verspreide huizen Roosteren
BU17110456;Buitengebied Oud-Roosteren
WK171105  ;Wijk 05 Echt
BU17110520;Aasterberg
BU17110521;Berkelaar
BU17110522;De Berk
BU17110523;De Loop
BU17110524;Echt Centrum
BU17110525;Echt Noord
BU17110526;Gebroek
BU17110527;Ophoven
BU17110528;Businesspark Midden-Limburg
BU17110547;Buitengebied de Berk
BU17110548;Buitengebied de Loop
BU17110549;Buitengebied Gebroek
BU17110551;Buitengebied Ophoven
BU17110554;Buitengebied Berkelaar
BU17110555;Buitengebied Aasterberg
WK171106  ;Wijk 06 Maria Hoop
BU17110628;Diergaarde
BU17110629;Echterbosch
BU17110630;Maria Hoop
WK171107  ;Wijk 07 Peij
BU17110731;Hingen
BU17110732;Peij
BU17110733;Peijerveld
BU17110734;Recreatiepark Marisheem
BU17110735;Schilberg
BU17110750;Buitengebied Hingen
WK171108  ;Wijk 08 Slek
BU17110836;Liboscherveld
BU17110837;Slek
WK171109  ;Wijk 09 Nieuwstadt
BU17110938;Verspreide huizen Nieuwstadt
BU17110939;Nieuwstadt Centrum
BU17110940;Cristina
WK171110  ;Wijk 10 Sint Joost
BU17111041;Sint Joost
BU17111042;Verspreide Huizen Sint Joost
WK171111  ;Wijk 11 Koningsbosch
BU17111143;Koningsbosch
BU17111144;Lackerbosch
BU17111145;Spaanshuisken
BU17111146;Aan het Echterbos
BU17111152;Buitengebied Spaanshuisken
GM0385    ;Edam-Volendam
WK038500  ;Wijk 00 Edam
BU03850001;Edam-Oude kom
BU03850002;Edam-Industriegebied
BU03850003;Edam-Zuid
BU03850004;Edam-Singelwijk
BU03850005;Edam-Molenbuurt
BU03850006;Zeevangpolder
WK038501  ;Wijk 01 Purmer
BU03850101;Purmerpolder
WK038502  ;Wijk 02 Volendam
BU03850201;Volendam-Oude kom
BU03850202;Volendam-Katham + Planetenbuurt
BU03850203;Volendam-Blokgouw 1 en 2
BU03850204;Volendam-Blokgouw 3
BU03850205;Volendam-Blokgouw 4, 5 en 6
BU03850206;Volendam-Blokgouw 7 en 8
BU03850207;Volendam-Rozettenbuurt
BU03850208;Volendam-Bloemenbuurt
BU03850209;Volendam-Industriegebied
BU03850210;Volendam-Middengebied
BU03850211;Lange Weeren
BU03850212;Broeckgouw
WK038503  ;Wijk 03 Beets
BU03850301;Beets
WK038504  ;Wijk 04 Oosthuizen
BU03850401;Oosthuizen
BU03850402;De Watering
WK038505  ;Wijk 05 Warder
BU03850501;Warder
WK038506  ;Wijk 06 Middelie
BU03850601;Middelie
WK038507  ;Wijk 07 Kwadijk
BU03850701;Kwadijk
WK038508  ;Wijk 08 Schardam
BU03850801;Schardam
WK038509  ;Wijk 09 Hobrede
BU03850901;Hobrede
GM0228    ;Ede
WK022801  ;Ede-Oost
BU02280101;Centrum Ede
BU02280102;Bosrand
BU02280103;Komponistenbuurt
BU02280104;Burgemeestersbuurt
BU02280105;Stationsbuurt
WK022802  ;Ede-West
BU02280201;Zeeheldenbuurt
BU02280202;Indische buurt
BU02280203;Vogelbuurt
BU02280204;Bloemenbuurt
BU02280205;Beatrixpark
BU02280206;Klaphek
WK022803  ;Ede-Veldhuizen
BU02280301;De Horsten
BU02280302;De Burgen
BU02280303;De Steinen
BU02280305;De Dalen
BU02280306;De Velden en Beken
BU02280307;De Hoven
WK022804  ;Kernhem
BU02280401;De Bergen
BU02280402;De Bossen
BU02280403;De Venen en Zanden
WK022805  ;Veluwse Poort
BU02280501;Veluwse Poort
WK022810  ;Ede-Zuid
BU02281001;Uitvindersbuurt
BU02281002;Hoogbouw-Zuid
BU02281003;Reehorst
BU02281004;Enka
WK022811  ;Maandereng
BU02281101;Elskamp
BU02281102;Maandereng-Oost
